Episode,Episode reward,Running reward,Total actions,Exploration actions,Exploitation actions,Greed rate,Loss
156,287,210.19871794871796,20306,93,22,0.8172459999992536,1.6163149
157,-145,207.93630573248407,20365,54,5,0.8167149999992515,2.2123559
158,584,210.31645569620252,20589,178,46,0.8146989999992432,3.624723
159,869,214.45911949685535,20785,167,29,0.812934999999236,1.9001708
160,-163,212.1,21004,177,42,0.810963999999228,1.5093436
161,704,215.1552795031056,21243,193,46,0.8088129999992192,0.72365224
162,771,218.58641975308643,21442,164,35,0.8070219999992119,0.57957613
163,-70,216.8159509202454,21513,64,7,0.8063829999992093,0.63431674
164,-12,215.42073170731706,21584,58,13,0.8057439999992067,1.1947503
165,749,218.65454545454546,21778,154,40,0.8039979999991995,0.76452637
166,359,219.5,21966,154,34,0.8023059999991926,0.41552293
167,676,222.23353293413174,22172,154,52,0.800451999999185,1.3041115
168,1053,227.17857142857142,22373,165,36,0.7986429999991776,0.64170665
169,739,230.20710059171597,22569,156,40,0.7968789999991704,2.012601
170,867,233.95294117647057,22778,166,43,0.7949979999991628,0.7896557
171,906,237.8830409356725,22990,169,43,0.793089999999155,0.10505166
172,-136,235.7093023255814,23065,63,12,0.7924149999991522,1.1361918
173,-229,233.02312138728323,23104,30,9,0.7920639999991508,0.59600383
174,859,236.6206896551724,23309,164,41,0.7902189999991432,0.24004802
175,15,235.3542857142857,23402,70,23,0.7893819999991398,1.641033
176,-10,233.96022727272728,23480,67,11,0.788679999999137,1.4808874
177,944,237.97175141242937,23677,145,52,0.7869069999991297,1.3927319
178,467,239.25842696629215,23892,163,52,0.7849719999991218,0.21778974
179,684,241.74301675977654,24129,180,57,0.7828389999991131,1.2907808
180,864,245.2,24342,176,37,0.7809219999991053,1.4032155
181,629,247.32044198895028,24548,158,48,0.7790679999990977,0.21405774
182,702,249.8186813186813,24766,168,50,0.7771059999990897,1.7774662
183,623,251.85792349726776,24989,175,48,0.7750989999990815,0.97503597
184,344,252.3586956521739,25171,138,44,0.7734609999990748,1.6621304
185,281,252.51351351351352,25409,181,57,0.7713189999990661,5.6894884
186,948,256.252688172043,25612,156,47,0.7694919999990586,3.8482535
187,811,259.2192513368984,25829,172,45,0.7675389999990506,4.890639
188,516,260.5851063829787,26054,181,44,0.7655139999990423,4.339822
189,872,263.8201058201058,26271,164,53,0.7635609999990344,2.6912007
190,810,266.69473684210527,26488,167,50,0.7616079999990264,1.4752374
191,-176,264.37696335078533,26545,48,9,0.7610949999990243,1.9645243
192,1119,268.828125,26764,157,62,0.7591239999990163,7.1087875
193,952,272.36787564766837,26958,140,54,0.7573779999990091,5.681552
194,844,275.3144329896907,27138,134,46,0.7557579999990025,4.4000564
195,808,278.04615384615386,27324,148,38,0.7540839999989957,3.9155707
196,582,279.5969387755102,27603,208,71,0.7515729999989854,7.113193
197,538,280.9086294416244,27784,144,37,0.7499439999989788,5.7615414
198,556,282.2979797979798,27966,142,40,0.7483059999989721,4.2104073
199,779,284.79396984924625,28170,153,51,0.7464699999989646,1.4979136
200,472,285.73,28431,213,48,0.744120999998955,6.0947995
201,915,288.8606965174129,28614,138,45,0.7424739999989483,3.7079046
202,1299,293.86138613861385,28840,164,62,0.74043999999894,3.3826663
203,1148,298.0689655172414,29059,164,55,0.7384689999989319,1.3178874
204,803,300.54411764705884,29263,147,57,0.7366329999989244,1.2379882
205,-106,298.5609756097561,29348,64,21,0.7358679999989213,4.5673046
206,1152,302.70388349514565,29542,147,47,0.7341219999989141,3.3649502
207,478,303.5507246376812,29692,117,33,0.7327719999989086,4.658428
208,1312,308.39903846153845,29934,176,66,0.7305939999988997,3.3898392
209,840,310.9425837320574,30140,154,52,0.7287399999988922,2.5666635
210,789,313.2190476190476,30398,179,79,0.7264179999988827,2.6658902
211,783,315.4454976303318,30633,174,61,0.724302999998874,5.103775
212,900,318.20283018867923,30824,138,53,0.722583999998867,0.68613875
213,620,319.61971830985914,31046,173,49,0.7205859999988589,5.6195803
214,853,322.1121495327103,31270,168,56,0.7185699999988506,3.630995
215,120,321.1720930232558,31403,95,38,0.7173729999988457,0.71359205
216,1061,324.59722222222223,31610,147,60,0.7155099999988381,0.75249887
217,798,326.778801843318,31794,131,53,0.7138539999988314,0.9229139
218,947,329.6238532110092,31984,128,62,0.7121439999988244,1.7191262
219,1173,333.4748858447489,32195,146,65,0.7102449999988166,0.818316
220,573,334.56363636363636,32427,165,67,0.7081569999988081,0.46322978
221,1221,338.57466063348414,32668,166,75,0.7059879999987992,2.795224
222,687,340.14414414414415,32848,128,52,0.7043679999987926,2.009431
223,1152,343.7847533632287,33063,142,73,0.7024329999987847,2.0604167
224,1039,346.88839285714283,33284,146,75,0.7004439999987766,2.8071783
225,652,348.24444444444447,33513,165,64,0.6983829999987682,3.195991
226,1081,351.4867256637168,33711,147,51,0.6966009999987609,0.84813625
227,666,352.87224669603523,33877,113,53,0.6951069999987548,2.618275
228,808,354.86842105263156,34045,116,52,0.6935949999987486,0.8166993
229,401,355.0698689956332,34242,128,69,0.6918219999987414,2.471396
230,853,357.23478260869564,34452,150,60,0.6899319999987337,8.131411
231,419,357.5021645021645,34621,126,43,0.6884109999987275,6.3446684
232,1119,360.7844827586207,34845,145,79,0.6863949999987192,3.2155945
233,865,362.94849785407723,35060,149,66,0.6844599999987113,3.1986556
234,842,364.9957264957265,35279,162,57,0.6824889999987033,0.4127579
235,652,366.21702127659574,35460,125,56,0.6808599999986966,3.453527
236,848,368.25847457627117,35698,163,75,0.6787179999986879,0.45566556
237,496,368.7974683544304,35911,154,59,0.67680099999868,2.7798018
238,515,369.4117647058824,36136,159,66,0.6747759999986718,2.383494
239,603,370.38912133891216,36349,152,61,0.6728589999986639,3.4796264
240,1155,373.65833333333336,36556,141,66,0.6709959999986563,2.3908823
241,398,373.7593360995851,36715,115,44,0.6695649999986505,0.41493014
242,1084,376.6942148760331,36999,191,93,0.66700899999864,1.2139916
243,934,378.98765432098764,37183,106,78,0.6653529999986333,1.2070729
244,901,381.12704918032784,37377,116,78,0.6636069999986262,0.45240694
245,771,382.71836734693875,37590,147,66,0.6616899999986183,0.8046372
246,1047,385.4186991869919,37839,157,92,0.6594489999986092,1.2176797
247,920,387.582995951417,38021,118,64,0.6578109999986025,3.1826234
248,633,388.5725806451613,38211,130,60,0.6561009999985955,0.82257366
249,1052,391.23694779116465,38403,118,74,0.6543729999985884,0.812598
250,678,392.384,38610,139,68,0.6525099999985808,0.8562746
251,1066,395.0677290836653,38813,129,74,0.6506829999985734,1.2177495
252,884,397.0079365079365,39011,130,68,0.6489009999985661,1.6367098
253,619,397.8853754940711,39224,146,67,0.6469839999985583,2.0161626
254,831,399.59055118110234,39408,109,75,0.6453279999985515,0.81797326
255,975,401.84705882352944,39578,101,69,0.6437979999985453,0.8377459
256,429,401.953125,39773,135,60,0.6420429999985381,2.6933696
257,957,404.11284046692606,39990,149,68,0.6400899999985301,3.5876865
258,944,406.20542635658916,40202,131,81,0.6381819999985223,2.6577709
259,1172,409.1621621621622,40431,144,85,0.6361209999985139,3.2363749
260,1014,411.48846153846154,40654,136,87,0.6341139999985057,2.0207796
261,850,413.16858237547893,40881,146,81,0.6320709999984974,0.40936193
262,832,414.7671755725191,41076,127,68,0.6303159999984902,3.461176
263,974,416.893536121673,41281,128,77,0.6284709999984827,2.8596683
264,890,418.68560606060606,41483,128,74,0.6266529999984752,1.6007711
265,956,420.7132075471698,41706,122,101,0.624645999998467,0.8908322
266,953,422.7142857142857,41880,99,75,0.6230799999984606,4.386359
267,656,423.58801498127343,42092,143,69,0.6211719999984529,1.5976853
268,862,425.2238805970149,42277,109,76,0.619506999998446,1.6503558
269,895,426.97026022304834,42461,113,71,0.6178509999984393,2.6192455
270,941,428.8740740740741,42638,118,59,0.6162579999984328,3.187358
271,651,429.6937269372694,42850,120,92,0.614349999998425,3.1794279
272,1035,431.91911764705884,43041,110,81,0.612630999998418,1.2252144
273,966,433.87545787545787,43258,126,91,0.61067799999841,1.2050849
274,1003,435.95255474452557,43457,134,65,0.6088869999984027,0.06617514
275,953,437.83272727272725,43662,124,81,0.6070419999983951,1.6214175
276,861,439.3659420289855,43838,99,77,0.6054579999983887,3.643435
277,627,440.043321299639,44036,121,77,0.6036759999983814,3.6092134
278,963,441.92446043165467,44259,144,79,0.6016689999983732,1.2159092
279,1159,444.494623655914,44540,168,113,0.5991399999983629,2.6450224
280,834,445.8857142857143,44724,109,75,0.5974839999983561,2.4042878
281,901,447.5053380782918,44942,136,82,0.5955219999983481,3.219126
282,833,448.8723404255319,45114,118,54,0.5939739999983418,2.6816463
283,1002,450.82685512367493,45389,156,119,0.5914989999983317,0.8399007
284,1077,453.03169014084506,45781,227,165,0.5879709999983173,0.45725223
285,640,453.6877192982456,45960,116,63,0.5863599999983107,2.0262065
286,486,453.8006993006993,46141,108,73,0.584730999998304,0.8113641
287,1172,456.30313588850174,46371,137,93,0.5826609999982956,0.8213074
288,894,457.8229166666667,46579,111,97,0.5807889999982879,5.1862354
289,1085,459.9930795847751,46815,133,103,0.5786649999982793,4.258688
290,829,461.2655172413793,46983,89,79,0.5771529999982731,1.6424706
291,840,462.5670103092784,47210,128,99,0.5751099999982647,3.1900182
292,930,464.1678082191781,47410,121,79,0.5733099999982574,1.703468
293,745,465.1262798634812,47662,154,98,0.5710419999982481,3.6206827
294,1081,467.22108843537416,47878,130,86,0.5690979999982402,4.409169
295,1197,469.6949152542373,48128,137,113,0.566847999998231,3.008781
296,947,471.30743243243245,48340,114,98,0.5649399999982232,0.48825452
297,855,472.5993265993266,48544,118,86,0.5631039999982157,3.6464834
298,1670,476.61744966442956,48926,205,177,0.5596659999982017,1.2294924
299,942,478.17391304347825,49142,112,104,0.5577219999981937,3.2472672
300,971,479.81666666666666,49423,142,139,0.5551929999981834,1.2873964
301,1108,481.90365448504986,49675,147,105,0.5529249999981741,0.81471854
302,1205,484.29801324503313,49913,132,106,0.5507829999981654,1.6908978
303,977,485.9240924092409,50082,85,84,0.5492619999981592,4.174825
304,-116,483.94407894736844,50134,28,24,0.5487939999981573,9.7677965
305,-188,481.7409836065574,50178,29,15,0.5483979999981556,2.1291637
306,1711,485.75816993464053,50554,186,190,0.5450139999981418,6.6940403
307,926,487.19218241042347,50785,129,102,0.5429349999981333,4.5412674
308,1136,489.2987012987013,51018,128,105,0.5408379999981248,5.002372
309,1225,491.6796116504854,51312,148,146,0.538191999998114,1.354901
310,1365,494.4967741935484,51694,184,198,0.5347539999980999,4.9582667
311,1757,498.55627009646304,52042,182,166,0.5316219999980871,3.0072956
312,853,499.6923076923077,52231,105,84,0.5299209999980802,6.4824967
313,923,501.0447284345048,52416,87,98,0.5282559999980734,4.1503096
314,1208,503.29617834394907,52634,112,106,0.5262939999980654,3.571362
315,430,503.06349206349205,52825,100,91,0.5245749999980583,1.2698165
316,1342,505.71835443037975,53162,172,165,0.521541999998046,7.1951494
317,1711,509.5205047318612,53525,183,180,0.5182749999980326,4.6754904
318,1157,511.5566037735849,53772,129,118,0.5160519999980235,2.1376858
319,652,511.99686520376173,53989,118,99,0.5140989999980156,1.5897758
320,1056,513.696875,54210,109,112,0.5121099999980074,1.2172831
321,1400,516.4579439252336,54570,174,186,0.5088699999979942,4.047979
322,822,517.4068322981367,54729,75,84,0.5074389999979884,4.266486
323,869,518.4953560371517,54984,133,122,0.505143999997979,5.17496
324,1109,520.3179012345679,55307,163,160,0.5022369999979671,1.4612683
325,1001,521.7969230769231,55493,91,95,0.5005629999979603,1.8844726
326,836,522.760736196319,55705,118,94,0.4986549999979608,3.7141619
327,1157,524.7003058103976,56035,165,165,0.495684999997967,6.048632
328,1690,528.2530487804878,56378,154,189,0.49259799999797343,3.5794578
329,1462,531.0911854103343,56711,148,185,0.4896009999979797,0.6243792
330,1602,534.3363636363637,57049,167,171,0.486558999997986,4.167991
331,1463,537.1419939577039,57424,195,180,0.48318399999799305,5.3981667
332,1624,540.4156626506024,57781,157,200,0.47997099999799975,0.10251932
333,1130,542.1861861861862,58042,122,139,0.47762199999800464,3.9577491
334,1401,544.7574850299401,58383,154,187,0.47455299999801104,4.755641
335,1539,547.7253731343284,58740,179,178,0.47133999999801773,3.400704
336,1682,551.1011904761905,59008,126,142,0.46892799999802276,4.31241
337,1871,555.0178041543027,59381,176,197,0.46557099999802976,3.685019
338,1683,558.3550295857988,59766,189,196,0.462105999998037,1.8694632
339,1847,562.1563421828909,60130,162,202,0.4588299999980438,2.411679
340,1660,565.385294117647,60483,173,180,0.4556529999980504,2.4295807
341,1049,566.8035190615835,60728,119,126,0.453447999998055,3.9423432
342,370,566.2280701754386,60956,113,115,0.4513959999980593,4.5314903
343,1701,569.536443148688,61312,158,198,0.44819199999806597,3.5599384
344,1954,573.5610465116279,61647,149,186,0.44517699999807225,1.8165779
345,1150,575.231884057971,61884,109,128,0.4430439999980767,1.2437136
346,1848,578.9104046242775,62214,147,183,0.4400739999980829,1.9000158
347,1375,581.2046109510086,62499,114,171,0.43750899999808823,2.4273052
348,1551,583.9913793103449,62840,161,180,0.43443999999809463,6.0551634
349,1215,585.7994269340974,63057,99,118,0.4324869999980987,3.1519618
350,1595,588.6828571428572,63400,157,186,0.42939999999810513,5.3698792
351,1607,591.5840455840456,63742,145,197,0.42632199999811154,7.5717697
352,1497,594.15625,64120,168,210,0.42291999999811863,1.8254027
353,1705,597.3031161473087,64475,149,206,0.4197249999981253,6.559514
354,1628,600.2146892655368,64792,138,179,0.41687199999813124,1.2538332
355,1731,603.4,65136,132,212,0.4137759999981377,3.1674662
356,1804,606.7724719101124,65477,143,198,0.4107069999981441,2.4165292
357,1731,609.9215686274509,65810,138,195,0.40770999999815033,2.4306636
358,1826,613.31843575419,66132,116,206,0.40481199999815637,1.5579327
359,1657,616.2256267409471,66471,143,196,0.4017609999981627,2.435157
360,1705,619.25,66794,123,200,0.3988539999981688,3.0955129
361,1878,622.7368421052631,67132,121,217,0.3958119999981751,8.69774
362,1707,625.732044198895,67451,121,198,0.3929409999981811,3.6258287
363,2031,629.603305785124,67812,150,211,0.3896919999981879,2.4112496
364,1046,630.7472527472528,68063,112,139,0.3874329999981926,5.423972
365,1778,633.8904109589041,68414,138,213,0.38427399999819917,2.4863777
366,1881,637.2978142076503,68740,115,211,0.3813399999982053,2.5005136
367,1847,640.5940054495912,69085,144,201,0.37823499999821175,1.9289958
368,1644,643.320652173913,69415,131,199,0.37526499999821794,4.0149384
369,1796,646.4444444444445,69780,130,235,0.3719799999982248,3.0253062
370,1970,650.0216216216216,70108,106,222,0.36902799999823094,4.827729
371,1742,652.9649595687332,70476,156,212,0.36571599999823784,2.4928582
372,1218,654.483870967742,70723,105,142,0.36349299999824247,1.8439797
373,1728,657.3619302949062,71092,137,232,0.3601719999982494,7.478977
374,1798,660.4117647058823,71431,123,216,0.35712099999825575,2.5017474
375,1947,663.8426666666667,71768,111,226,0.35408799999826207,2.5209465
376,1919,667.1808510638298,72129,126,235,0.35083899999826884,7.217858
377,2014,670.7533156498673,72478,130,219,0.3476979999982754,1.8220661
378,1812,673.7724867724868,72833,125,230,0.34450299999828204,2.4524822
379,1774,676.6754617414248,73147,101,213,0.34167699999828793,1.2442331
380,1719,679.4184210526316,73489,112,230,0.33859899999829435,8.411385
381,1727,682.1679790026246,73822,128,205,0.3356019999983006,3.6293783
382,1955,685.5,74161,111,228,0.33255099999830695,4.409151
383,1870,688.5926892950391,74497,119,217,0.32952699999831325,1.2089257
384,1908,691.7682291666666,74850,116,237,0.3263499999983199,1.8258905
385,1117,692.8727272727273,75057,58,149,0.32448699999832376,8.511026
386,1027,693.7383419689119,75361,94,210,0.32175099999832946,3.3200736
387,1941,696.9612403100775,75677,96,220,0.3189069999983354,5.5346527
388,1926,700.1288659793814,76017,110,230,0.31584699999834176,3.220163
389,2185,703.9460154241646,76403,123,263,0.312372999998349,3.8173637
390,2001,707.2717948717949,76747,109,235,0.30927699999835545,3.8189034
391,1834,710.1534526854219,77103,107,249,0.3060729999983621,2.789894
392,2027,713.5127551020408,77461,115,243,0.30285099999836884,4.4972773
393,1900,716.5318066157761,77805,103,241,0.2997549999983753,3.9482865
394,1940,719.6370558375635,78206,146,255,0.2961459999983828,15.088007
395,2048,723.0,78521,91,224,0.2933109999983887,2.152183
396,2269,726.9040404040404,78902,90,291,0.28988199999839587,1.4206702
397,1930,729.9345088161209,79226,90,234,0.28696599999840194,1.8632928
398,2198,733.6231155778894,79575,97,252,0.2838249999984085,7.948502
399,2177,737.2406015037594,79929,94,260,0.28063899999841513,4.1610403
400,1811,739.925,80253,90,234,0.2777229999984212,5.6540194
401,1694,742.3042394014963,80571,77,241,0.27486099999842717,2.4418511
402,1801,744.9378109452737,80947,105,271,0.2714769999984342,2.402361
403,1717,747.3498759305211,81261,74,240,0.2686509999984401,4.049529
404,1990,750.4257425742575,81626,93,272,0.26536599999844696,1.6256378
405,1971,753.4395061728395,81973,96,251,0.26224299999845346,5.5914
406,2082,756.7118226600985,82315,79,263,0.2591649999984599,9.9711685
407,1901,759.5233415233415,82653,78,260,0.2561229999984662,1.6305442
408,1939,762.4142156862745,82968,81,234,0.2532879999984721,8.83848
409,1797,764.9437652811736,83309,81,260,0.2502189999984785,4.016183
410,1930,767.7853658536585,83644,69,266,0.24720399999847617,7.1205664
411,1849,770.4160583941606,83978,83,251,0.24419799999847316,3.200045
412,1816,772.9538834951456,84290,69,243,0.24138999999847036,6.5913944
