Episode,Episode reward,Running reward,Total actions,Exploration actions,Exploitation actions,Greed rate
144,-35,-135.48611111111111,15886,199,0,0.8570259999994161
145,30,-134.3448275862069,16083,197,0,0.8552529999994088
146,-35,-133.66438356164383,16122,39,0,0.8549019999994074
147,25,-132.58503401360545,16303,181,0,0.8532729999994008
148,-135,-132.60135135135135,16389,86,0,0.8524989999993976
149,-55,-132.08053691275168,16439,50,0,0.8520489999993958
150,-175,-132.36666666666667,16526,87,0,0.8512659999993926
151,-25,-131.65562913907286,16571,45,0,0.8508609999993909
152,-70,-131.25,16623,52,0,0.850392999999389
153,-200,-131.69934640522877,16709,86,0,0.8496189999993858
154,-30,-131.03896103896105,16829,120,0,0.8485389999993814
155,-5,-130.2258064516129,17022,193,0,0.8468019999993743
156,-80,-129.90384615384616,17104,82,0,0.8460639999993713
157,-60,-129.45859872611464,17154,50,0,0.8456139999993695
158,-80,-129.14556962025316,17368,214,0,0.8436879999993616
159,-15,-128.42767295597486,17584,216,0,0.8417439999993537
160,175,-126.53125,17730,146,0,0.8404299999993483
161,95,-125.15527950310559,17834,104,0,0.8394939999993445
162,-185,-125.5246913580247,18009,175,0,0.837918999999338
163,-15,-124.84662576687117,18072,63,0,0.8373519999993357
164,-20,-124.20731707317073,18110,38,0,0.8370099999993343
165,-15,-123.54545454545455,18151,41,0,0.8366409999993328
166,-40,-123.0421686746988,18187,36,0,0.8363169999993315
167,-295,-124.07185628742515,18398,211,0,0.8344179999993238
168,-90,-123.86904761904762,18433,35,0,0.8341029999993225
169,-130,-123.90532544378698,18604,171,0,0.8325639999993162
170,-155,-124.08823529411765,18803,199,0,0.8307729999993089
171,-70,-123.7719298245614,18867,64,0,0.8301969999993065
172,-275,-124.65116279069767,19055,188,0,0.8285049999992996
173,-100,-124.50867052023122,19103,48,0,0.8280729999992978
174,-35,-123.99425287356321,19145,42,0,0.8276949999992963
175,-265,-124.8,19282,137,0,0.8264619999992913
176,-175,-125.08522727272727,19365,83,0,0.8257149999992882
177,10,-124.32203389830508,19475,110,0,0.8247249999992842
178,175,-122.64044943820225,19636,161,0,0.8232759999992783
179,-210,-123.12849162011173,19742,106,0,0.8223219999992744
180,-110,-123.05555555555556,19840,98,0,0.8214399999992708
181,-145,-123.1767955801105,19938,98,0,0.8205579999992672
182,-270,-123.98351648351648,20032,94,0,0.8197119999992637
183,5,-123.27868852459017,20116,84,0,0.8189559999992606
184,-5,-122.63586956521739,20186,70,0,0.818325999999258
185,-150,-122.78378378378379,20337,151,0,0.8169669999992525
186,-20,-122.23118279569893,20385,48,0,0.8165349999992507
187,-170,-122.48663101604278,20562,177,0,0.8149419999992442
188,-155,-122.65957446808511,20741,179,0,0.8133309999992376
189,-25,-122.14285714285714,20782,41,0,0.8129619999992361
190,210,-120.39473684210526,20985,203,0,0.8111349999992287
191,-250,-121.07329842931937,21120,135,0,0.8099199999992237
192,-130,-121.11979166666667,21239,119,0,0.8088489999992193
193,140,-119.76683937823834,21300,61,0,0.8082999999992171
194,30,-118.99484536082474,21341,41,0,0.8079309999992156
195,15,-118.3076923076923,21394,53,0,0.8074539999992136
196,-275,-119.10714285714286,21586,192,0,0.8057259999992066
197,-335,-120.20304568527919,21721,135,0,0.8045109999992016
198,25,-119.46969696969697,21919,198,0,0.8027289999991943
199,-80,-119.2713567839196,21964,45,0,0.8023239999991927
200,-65,-119.0,22014,50,0,0.8018739999991908
201,-320,-120.0,22204,190,0,0.8001639999991839
202,-35,-119.57920792079207,22278,74,0,0.7994979999991811
203,-125,-119.60591133004927,22321,43,0,0.7991109999991796
204,-90,-119.46078431372548,22380,59,0,0.7985799999991774
205,-375,-120.70731707317073,22610,230,0,0.7965099999991689
206,0,-120.12135922330097,22700,90,0,0.7956999999991656
207,-145,-120.2415458937198,22881,181,0,0.794070999999159
208,-90,-120.09615384615384,22969,88,0,0.7932789999991557
209,-200,-120.47846889952153,23038,69,0,0.7926579999991532
210,-35,-120.07142857142857,23073,35,0,0.7923429999991519
211,-150,-120.2132701421801,23113,40,0,0.7919829999991504
212,-25,-119.76415094339623,23166,53,0,0.7915059999991485
213,-335,-120.77464788732394,23380,214,0,0.7895799999991406
214,-530,-122.68691588785046,23616,236,0,0.787455999999132
215,-30,-122.25581395348837,23655,39,0,0.7871049999991305
216,-35,-121.85185185185185,23710,55,0,0.7866099999991285
217,-380,-123.04147465437788,23870,160,0,0.7851699999991226
218,-45,-122.68348623853211,23945,75,0,0.7844949999991199
219,-180,-122.94520547945206,24042,97,0,0.7836219999991163
220,-320,-123.8409090909091,24198,156,0,0.7822179999991106
221,35,-123.12217194570135,24274,76,0,0.7815339999991078
222,-90,-122.97297297297297,24333,59,0,0.7810029999991056
223,-25,-122.53363228699551,24462,129,0,0.7798419999991009
224,-80,-122.34375,24506,44,0,0.7794459999990992
225,-345,-123.33333333333333,24690,184,0,0.7777899999990925
226,-50,-123.00884955752213,24767,77,0,0.7770969999990897
227,-35,-122.62114537444934,24844,77,0,0.7764039999990868
228,-90,-122.4780701754386,24909,65,0,0.7758189999990844
229,-80,-122.29257641921397,24968,59,0,0.7752879999990823
230,-110,-122.23913043478261,25042,74,0,0.7746219999990795
231,-145,-122.33766233766234,25281,239,0,0.7724709999990708
232,-215,-122.73706896551724,25409,128,0,0.7713189999990661
233,-145,-122.83261802575107,25494,85,0,0.7705539999990629
234,-315,-123.65384615384616,25637,143,0,0.7692669999990577
235,-55,-123.36170212765957,25846,209,0,0.76738599999905
236,-285,-124.04661016949153,26051,205,0,0.7655409999990425
237,85,-123.16455696202532,26276,225,0,0.7635159999990342
238,-85,-123.00420168067227,26319,43,0,0.7631289999990326
239,-220,-123.41004184100419,26510,191,0,0.7614099999990256
240,-100,-123.3125,26622,112,0,0.7604019999990215
241,-105,-123.23651452282158,26689,67,0,0.759798999999019
242,-250,-123.7603305785124,26833,144,0,0.7585029999990137
243,-315,-124.54732510288066,26968,135,0,0.7572879999990088
244,-10,-124.07786885245902,27148,180,0,0.7556679999990021
245,-125,-124.08163265306122,27209,61,0,0.7551189999989999
246,-30,-123.69918699186992,27283,74,0,0.7544529999989972
247,-35,-123.34008097165992,27346,63,0,0.7538859999989949
248,-125,-123.34677419354838,27441,95,0,0.7530309999989914
249,-180,-123.57429718875503,27599,158,0,0.7516089999989856
250,-75,-123.38,27661,62,0,0.7510509999989833
251,-205,-123.70517928286853,27772,111,0,0.7500519999989792
252,-80,-123.53174603174604,27835,63,0,0.7494849999989769
253,-5,-123.06324110671937,27878,43,0,0.7490979999989753
254,-210,-123.40551181102362,28066,188,0,0.7474059999989684
255,-120,-123.3921568627451,28129,63,0,0.7468389999989661
256,-45,-123.0859375,28311,182,0,0.7452009999989594
257,-80,-122.91828793774319,28351,40,0,0.7448409999989579
258,-60,-122.67441860465117,28396,45,0,0.7444359999989563
259,-135,-122.72200772200772,28501,105,0,0.7434909999989524
260,25,-122.15384615384616,28560,59,0,0.7429599999989502
261,-60,-121.91570881226053,28740,180,0,0.7413399999989436
262,-75,-121.73664122137404,28818,78,0,0.7406379999989408
263,50,-121.08365019011407,28975,157,0,0.739224999998935
264,-230,-121.49621212121212,29067,92,0,0.7383969999989316
265,-410,-122.58490566037736,29275,208,0,0.736524999998924
266,-405,-123.64661654135338,29498,223,0,0.7345179999989158
267,-95,-123.53932584269663,29558,60,0,0.7339779999989136
268,-90,-123.41417910447761,29647,89,0,0.7331769999989103
269,-300,-124.07063197026022,29793,146,0,0.7318629999989049
270,-255,-124.55555555555556,29993,200,0,0.7300629999988976
271,-170,-124.72324723247233,30070,77,0,0.7293699999988947
272,70,-124.00735294117646,30129,59,0,0.7288389999988926
273,-225,-124.37728937728937,30219,90,0,0.7280289999988893
274,-35,-124.05109489051095,30277,58,0,0.7275069999988871
275,-170,-124.21818181818182,30496,219,0,0.7255359999988791
276,-95,-124.1123188405797,30604,108,0,0.7245639999988751
277,-45,-123.82671480144404,30656,52,0,0.7240959999988732
278,-145,-123.90287769784173,30724,68,0,0.7234839999988707
279,-25,-123.54838709677419,30770,46,0,0.723069999998869
280,-100,-123.46428571428571,30822,52,0,0.7226019999988671
281,65,-122.79359430604983,30963,141,0,0.7213329999988619
282,-80,-122.6418439716312,31009,46,0,0.7209189999988602
283,-80,-122.49116607773851,31147,138,0,0.7196769999988551
284,-70,-122.30633802816901,31197,50,0,0.7192269999988533
285,-100,-122.2280701754386,31272,75,0,0.7185519999988506
286,40,-121.66083916083916,31325,53,0,0.7180749999988486
287,-110,-121.62020905923345,31365,40,0,0.7177149999988471
288,-140,-121.68402777777777,31469,104,0,0.7167789999988433
289,-280,-122.2318339100346,31645,176,0,0.7151949999988368
290,-150,-122.32758620689656,31783,138,0,0.7139529999988318
291,70,-121.66666666666667,31880,97,0,0.7130799999988282
292,-80,-121.52397260273973,31965,85,0,0.7123149999988251
293,-110,-121.48464163822526,32013,48,0,0.7118829999988233
294,-50,-121.24149659863946,32058,45,0,0.7114779999988217
295,-250,-121.67796610169492,32263,205,0,0.7096329999988141
296,-290,-122.24662162162163,32481,218,0,0.7076709999988061
297,-45,-121.98653198653199,32517,36,0,0.7073469999988048
298,-75,-121.82885906040268,32600,83,0,0.7065999999988017
299,-405,-122.77591973244147,32802,202,0,0.7047819999987943
300,-30,-122.46666666666667,32853,51,0,0.7043229999987924
301,0,-122.05980066445183,32903,50,0,0.7038729999987906
302,-280,-122.58278145695364,33103,200,0,0.7020729999987833
303,-385,-123.44884488448845,33317,214,0,0.7001469999987754
304,-20,-123.10855263157895,33507,190,0,0.6984369999987684
305,-180,-123.29508196721312,33633,126,0,0.6973029999987638
306,-60,-123.08823529411765,33673,40,0,0.6969429999987623
307,-50,-122.85016286644951,33729,56,0,0.6964389999987602
308,-140,-122.90584415584415,33778,49,0,0.6959979999987584
309,-85,-122.7831715210356,33894,116,0,0.6949539999987542
310,-125,-122.79032258064517,34029,135,0,0.6937389999987492
311,20,-122.33118971061093,34230,201,0,0.6919299999987418
312,-35,-122.05128205128206,34273,43,0,0.6915429999987402
313,-45,-121.80511182108626,34311,38,0,0.6912009999987389
314,-85,-121.68789808917198,34454,143,0,0.6899139999987336
315,-190,-121.9047619047619,34573,119,0,0.6888429999987292
316,-120,-121.89873417721519,34615,42,0,0.6884649999987277
317,-105,-121.84542586750788,34673,58,0,0.6879429999987255
318,10,-121.43081761006289,34719,46,0,0.6875289999987239
319,-325,-122.06896551724138,34902,183,0,0.6858819999987171
320,-145,-122.140625,35002,100,0,0.6849819999987135
321,-125,-122.14953271028037,35062,60,0,0.6844419999987112
322,-155,-122.25155279503106,35150,88,0,0.683649999998708
323,-45,-122.0123839009288,35252,102,0,0.6827319999987043
324,-50,-121.79012345679013,35308,56,0,0.6822279999987022
325,-70,-121.63076923076923,35349,41,0,0.6818589999987007
326,-70,-121.47239263803681,35442,93,0,0.6810219999986973
327,-35,-121.20795107033639,35646,204,0,0.6791859999986898
328,-295,-121.73780487804878,35847,201,0,0.6773769999986824
329,-180,-121.91489361702128,35920,73,0,0.6767199999986797
330,-95,-121.83333333333333,35949,29,0,0.6764589999986786
331,-150,-121.91842900302115,36015,66,0,0.6758649999986762
332,-110,-121.88253012048193,36091,76,0,0.6751809999986734
333,-155,-121.98198198198199,36253,162,0,0.6737229999986675
334,-95,-121.90119760479043,36296,43,0,0.6733359999986659
335,-80,-121.77611940298507,36362,66,0,0.6727419999986635
336,-245,-122.14285714285714,36525,163,0,0.6712749999986575
337,-155,-122.24035608308606,36607,82,0,0.6705369999986545
338,-305,-122.7810650887574,36772,165,0,0.6690519999986484
339,-255,-123.17109144542773,36979,207,0,0.6671889999986408
340,-160,-123.27941176470588,37077,98,0,0.6663069999986372
341,5,-122.90322580645162,37131,54,0,0.6658209999986352
342,-185,-123.08479532163743,37266,135,0,0.6646059999986302
343,-200,-123.30903790087464,37381,115,0,0.663570999998626
344,195,-122.38372093023256,37588,207,0,0.6617079999986184
345,-140,-122.43478260869566,37698,110,0,0.6607179999986144
346,-150,-122.51445086705202,37839,141,0,0.6594489999986092
347,-100,-122.44956772334294,37950,111,0,0.6584499999986051
348,-90,-122.35632183908046,38092,142,0,0.6571719999985999
349,-295,-122.85100286532952,38256,164,0,0.6556959999985938
350,-420,-123.7,38415,159,0,0.654264999998588
351,-345,-124.33048433048432,38571,156,0,0.6528609999985823
352,15,-123.9346590909091,38743,172,0,0.651312999998576
353,-440,-124.8300283286119,38932,189,0,0.649611999998569
354,-180,-124.98587570621469,39080,148,0,0.6482799999985636
355,-185,-125.15492957746478,39171,91,0,0.6474609999985602
356,-205,-125.37921348314607,39378,207,0,0.6455979999985526
357,125,-124.67787114845939,39604,226,0,0.6435639999985443
358,-265,-125.06983240223464,39731,127,0,0.6424209999985396
359,-95,-124.98607242339833,39770,39,0,0.6420699999985382
360,-10,-124.66666666666667,39817,47,0,0.6416469999985365
361,-150,-124.73684210526316,39920,103,0,0.6407199999985327
362,-50,-124.5303867403315,40042,122,0,0.6396219999985282
363,-90,-124.43526170798899,40146,104,0,0.6386859999985244
364,-50,-124.23076923076923,40185,39,0,0.638334999998523
365,20,-123.83561643835617,40243,58,0,0.6378129999985208
366,-100,-123.77049180327869,40276,33,0,0.6375159999985196
367,-375,-124.4550408719346,40465,189,0,0.6358149999985127
368,65,-123.94021739130434,40524,59,0,0.6352839999985105
369,-30,-123.68563685636856,40604,80,0,0.6345639999985075
370,-60,-123.51351351351352,40640,36,0,0.6342399999985062
371,-155,-123.59838274932615,40697,57,0,0.6337269999985041
372,-460,-124.50268817204301,40915,218,0,0.6317649999984961
373,-50,-124.3029490616622,40976,61,0,0.6312159999984939
374,220,-123.38235294117646,41199,223,0,0.6292089999984857
375,-245,-123.70666666666666,41312,113,0,0.6281919999984815
376,-110,-123.67021276595744,41408,96,0,0.627327999998478
377,5,-123.3289124668435,41454,46,0,0.6269139999984763
378,-80,-123.21428571428571,41491,37,0,0.6265809999984749
379,-50,-123.02110817941953,41537,46,0,0.6261669999984733
380,-80,-122.90789473684211,41602,65,0,0.6255819999984709
381,5,-122.57217847769029,41644,42,0,0.6252039999984693
382,-90,-122.4869109947644,41696,52,0,0.6247359999984674
383,-265,-122.85900783289817,41871,175,0,0.623160999998461
384,-90,-122.7734375,41909,38,0,0.6228189999984596
385,-175,-122.9090909090909,42082,173,0,0.6212619999984532
386,110,-122.30569948186529,42256,174,0,0.6196959999984468
387,-25,-122.05426356589147,42306,50,0,0.619245999998445
388,-5,-121.75257731958763,42356,50,0,0.6187959999984431
389,-110,-121.72236503856041,42428,72,0,0.6181479999984405
390,-10,-121.43589743589743,42468,40,0,0.617787999998439
391,-285,-121.8542199488491,42668,200,0,0.6159879999984317
392,-70,-121.72193877551021,42708,40,0,0.6156279999984302
393,-360,-122.32824427480917,42927,219,0,0.6136569999984222
394,5,-122.00507614213198,43059,132,0,0.6124689999984173
395,-45,-121.81012658227849,43104,45,0,0.6120639999984157
396,-275,-122.1969696969697,43212,108,0,0.6110919999984117
397,-245,-122.50629722921914,43403,191,0,0.6093729999984047
398,-180,-122.65075376884423,43493,90,0,0.6085629999984014
399,-185,-122.80701754385964,43565,72,0,0.6079149999983987
400,-115,-122.7875,43780,215,0,0.6059799999983908
401,-125,-122.7930174563591,43878,98,0,0.6050979999983872
402,40,-122.38805970149254,43990,112,0,0.6040899999983831
403,-30,-122.15880893300248,44041,51,0,0.6036309999983812
404,-245,-122.4628712871287,44240,199,0,0.6018399999983739
405,25,-122.09876543209876,44315,75,0,0.6011649999983711
406,-120,-122.0935960591133,44384,69,0,0.6005439999983686
407,-170,-122.21130221130221,44573,189,0,0.5988429999983617
408,0,-121.91176470588235,44618,45,0,0.59843799999836
409,-160,-122.00488997555013,44698,80,0,0.5977179999983571
410,-25,-121.76829268292683,44790,92,0,0.5968899999983537
411,-55,-121.60583941605839,44839,49,0,0.5964489999983519
412,-70,-121.48058252427184,44901,62,0,0.5958909999983496
413,-25,-121.24697336561744,44945,44,0,0.595494999998348
414,-70,-121.1231884057971,45048,103,0,0.5945679999983442
415,-20,-120.87951807228916,45090,42,0,0.5941899999983427
416,-375,-121.49038461538461,45311,221,0,0.5922009999983345
417,-330,-121.99040767386091,45497,186,0,0.5905269999983277
418,-25,-121.75837320574162,45563,66,0,0.5899329999983253
419,-380,-122.37470167064438,45739,176,0,0.5883489999983188
420,-95,-122.30952380952381,45851,112,0,0.5873409999983147
421,-30,-122.09026128266034,45907,56,0,0.5868369999983126
422,95,-121.57582938388626,46070,163,0,0.5853699999983066
423,-200,-121.7612293144208,46227,157,0,0.5839569999983009
424,-40,-121.56839622641509,46277,50,0,0.583506999998299
425,0,-121.28235294117647,46351,74,0,0.5828409999982963
426,-180,-121.42018779342723,46466,115,0,0.5818059999982921
427,-110,-121.39344262295081,46557,91,0,0.5809869999982887
428,-290,-121.78738317757009,46697,140,0,0.5797269999982836
429,-40,-121.59673659673659,46780,83,0,0.5789799999982805
430,-75,-121.48837209302326,46854,74,0,0.5783139999982778
431,-220,-121.7169373549884,46999,145,0,0.5770089999982725
432,-215,-121.93287037037037,47209,210,0,0.5751189999982648
433,-65,-121.8013856812933,47283,74,0,0.574452999998262
434,-120,-121.79723502304148,47339,56,0,0.57394899999826
435,-235,-122.05747126436782,47500,161,0,0.5724999999982541
436,-75,-121.94954128440367,47548,48,0,0.5720679999982523
437,-115,-121.93363844393593,47601,53,0,0.5715909999982504
438,-70,-121.81506849315069,47654,53,0,0.5711139999982484
439,0,-121.5375854214123,47702,48,0,0.5706819999982466
440,-305,-121.95454545454545,47905,203,0,0.5688549999982392
441,-25,-121.73469387755102,48079,174,0,0.5672889999982328
442,-20,-121.50452488687783,48140,61,0,0.5667399999982305
443,5,-121.21896162528216,48213,73,0,0.5660829999982279
444,-30,-121.01351351351352,48261,48,0,0.5656509999982261
445,-305,-121.42696629213484,48409,148,0,0.5643189999982207
446,-5,-121.16591928251121,48451,42,0,0.5639409999982191
447,-230,-121.40939597315436,48582,131,0,0.5627619999982143
448,-130,-121.42857142857143,48682,100,0,0.5618619999982106
449,-35,-121.23608017817372,48823,141,0,0.5605929999982054
450,-190,-121.38888888888889,48931,108,0,0.5596209999982015
451,20,-121.07538802660754,48986,55,0,0.5591259999981995
452,-240,-121.33849557522124,49201,215,0,0.5571909999981915
453,-155,-121.41280353200882,49268,67,0,0.5565879999981891
454,-35,-121.22246696035242,49306,38,0,0.5562459999981877
455,-5,-120.96703296703296,49355,49,0,0.5558049999981859
456,-225,-121.1951754385965,49530,175,0,0.5542299999981795
457,-90,-121.12691466083152,49727,197,0,0.5524569999981722
458,-50,-120.97161572052401,49835,108,0,0.5514849999981682
459,-95,-120.91503267973856,49872,37,0,0.5511519999981669
460,-110,-120.8913043478261,49920,48,0,0.5507199999981651
461,335,-119.90238611713666,50129,151,58,0.5488389999981574
462,695,-118.13852813852814,50314,101,84,0.5471739999981506
463,790,-116.17710583153348,50489,99,76,0.5455989999981442
464,975,-113.82543103448276,50690,119,82,0.5437899999981368
465,1230,-110.93548387096774,50953,153,110,0.5414229999981272
466,1040,-108.4656652360515,51164,120,91,0.5395239999981194
467,1955,-104.04710920770879,51486,175,147,0.5366259999981076
468,1685,-100.22435897435898,51773,152,135,0.534042999998097
469,625,-98.67803837953092,51943,83,87,0.5325129999980908
470,1095,-96.13829787234043,52159,106,110,0.5305689999980828
471,1875,-91.95329087048832,52467,156,152,0.5277969999980715
472,1000,-89.63983050847457,52668,107,94,0.5259879999980641
