Episode,Episode reward,Running reward,Total actions,Exploration actions,Exploitation actions,Greed rate
113,1275,725.0442477876106,21844,98,181,0.3907299307800276
114,1600,732.719298245614,22125,102,179,0.3878371196346735
115,1950,743.304347826087,22393,101,167,0.38497309244114786
116,2105,755.0431034482758,22713,119,201,0.38213756279434485
117,1445,760.9401709401709,22984,102,169,0.3793302471389366
118,1840,770.0847457627119,23275,112,179,0.3765508647410182
119,1570,776.8067226890756,23544,117,152,0.3737991376600337
120,1525,783.0416666666666,23826,96,186,0.37107479072098193
121,1750,791.0330578512396,24099,94,179,0.36837755148689866
122,2000,800.9426229508197,24387,101,187,0.3657071502316128
123,1975,810.4878048780488,24684,108,189,0.3630633199127735
124,1955,819.7177419354839,24968,97,187,0.3604457961451456
125,1870,828.12,25241,93,180,0.35785431717417104
126,1950,837.0238095238095,25528,89,198,0.3552886238497933
127,955,837.9527559055118,25688,58,102,0.3527484596005418
128,1655,844.3359375,25948,81,179,0.35023357040787473
129,1695,850.9302325581396,26212,72,192,0.3477437047807771
130,1770,858.0,26485,96,177,0.3452786137306113
131,2040,867.0229007633587,26778,105,188,0.34283805074621815
132,1495,871.780303030303,27054,94,182,0.3404217717692653
133,1880,879.3609022556391,27330,93,183,0.3380295351698416
134,1440,883.544776119403,27603,99,174,0.3356611017222934
135,1740,889.8888888888889,27873,85,185,0.33331623458130233
136,1440,893.9338235294117,28144,99,172,0.3309946992582003
137,2050,902.3722627737226,28430,94,192,0.32869626359752024
138,1865,909.3478260869565,28705,98,177,0.3264206977537808
139,1615,914.4244604316547,28976,84,187,0.32416777416850134
140,1440,918.1785714285714,29241,85,180,0.3219372675474458
141,1470,922.0921985815603,29507,89,177,0.3197289548380934
142,1535,926.4084507042254,29763,74,182,0.31754261520733285
143,1530,930.6293706293707,30024,82,179,0.31537803001937914
144,1475,934.4097222222222,30276,81,171,0.3132349828139096
145,1355,937.3103448275862,30554,92,186,0.3111132592844179
146,1920,944.0410958904109,30818,82,182,0.30901264725678296
147,2150,952.2448979591836,31084,79,187,0.30693293666805144
148,2000,959.3243243243244,31370,101,185,0.30487391954543147
149,1555,963.3221476510067,31622,74,178,0.30283538998549486
150,1805,968.9333333333333,31921,98,201,0.30081714413358684
151,1965,975.5298013245033,32204,87,196,0.2988189801634404
152,1735,980.5263157894736,32465,84,177,0.2968406982569933
153,1500,983.9215686274509,32736,82,189,0.29488210058440634
154,1725,988.7337662337662,33000,69,195,0.29294299128428014
155,1830,994.1612903225806,33286,90,196,0.2910231764440687
156,1990,1000.5448717948718,33559,78,195,0.28912246408068826
157,1660,1004.7452229299363,33816,68,189,0.28724066412131843
158,1855,1010.126582278481,34092,83,193,0.2853775883843951
159,1810,1015.1572327044025,34372,78,202,0.2835330505607921
160,1370,1017.375,34641,68,201,0.28170686619518986
161,1730,1021.8012422360248,34901,75,185,0.27989885266763004
162,1820,1026.7283950617284,35175,83,191,0.2781088291752532
163,1705,1030.8895705521472,35460,87,198,0.2763366167142184
164,1585,1034.2682926829268,35735,67,208,0.2745820380618027
165,1890,1039.4545454545455,36023,81,207,0.2728449177586787
166,1725,1043.5843373493976,36281,65,193,0.27112508209136843
167,1885,1048.622754491018,36544,70,193,0.2694223590748721
168,1625,1052.0535714285713,36801,70,187,0.267736578435469
169,1635,1055.5029585798816,37061,73,187,0.2660675715936903
170,1360,1057.2941176470588,37336,71,204,0.2644151716474612
171,1860,1061.9883040935672,37670,98,236,0.2627792133554099
172,1510,1064.593023255814,37962,82,210,0.2611595331203439
173,1800,1068.8439306358382,38229,70,197,0.25955596897289
174,1700,1072.471264367816,38492,74,189,0.25796836055529715
175,2000,1077.7714285714285,38780,82,206,0.25639654910540066
176,1780,1081.7613636363637,39045,63,202,0.2548403774407455
177,1960,1086.723163841808,39312,65,202,0.2532996899428685
178,1565,1089.4101123595506,39583,63,208,0.251774332541736
179,2610,1097.9050279329608,39916,85,248,0.25026415270033664
180,1935,1102.5555555555557,40218,79,223,0.2487689993994279
181,1930,1107.1270718232045,40478,60,200,0.24728872312243366
182,2030,1112.1978021978023,40773,72,223,0.24582317584049268
183,1900,1116.5027322404371,41026,58,195,0.24437221099765546
184,1485,1118.5054347826087,41285,52,207,0.24293568349622863
185,1690,1121.5945945945946,41547,68,194,0.24151344968226485
186,2070,1126.6935483870968,41843,78,218,0.24010536733119758
187,2075,1131.764705882353,42129,75,211,0.23871129563361826
188,1940,1136.063829787234,42404,60,215,0.2373310951811955
189,1590,1138.4656084656085,42666,59,203,0.23596462795273376
190,2295,1144.5526315789473,42959,61,232,0.23461175730037154
191,2295,1150.5759162303666,43266,79,228,0.2332723479359162
192,1575,1152.7864583333333,43576,77,233,0.23194626591731515
193,3255,1163.678756476684,44035,95,364,0.23063337863526137
194,1560,1165.721649484536,44291,55,201,0.22933355479993264
195,2535,1172.7435897435898,44607,74,242,0.22804666442786223
196,1370,1173.75,44877,53,217,0.2267725788289405
197,2390,1179.9238578680204,45198,69,252,0.22551117059354586
198,1895,1183.5353535353536,45467,68,201,0.22426231357980353
199,1765,1186.4572864321608,45716,52,197,0.22302588290097147
200,1695,1189.0,45987,54,217,0.22180175491295145
201,2080,1193.4328358208954,46249,59,203,0.22058980720192445
202,2020,1197.5247524752476,46521,53,219,0.21938991857210954
203,1760,1200.295566502463,46797,69,207,0.21820196903364375
204,4000,1214.0196078431372,47276,101,378,0.21702583979058332
205,1390,1214.878048780488,47517,47,194,0.2158614132290238
206,2195,1219.6359223300972,47786,59,210,0.21470857290533868
207,1700,1221.9565217391305,48022,55,181,0.2135672035345349
208,2575,1228.4615384615386,48309,71,216,0.21243719097872418
209,2085,1232.5598086124403,48600,63,228,0.21131842223570935
210,1660,1234.595238095238,48853,44,209,0.21021078542768373
211,4080,1248.0805687203792,49330,109,368,0.20911416979004352
212,1965,1251.4622641509434,49592,55,207,0.20802846566031108
213,1885,1254.4366197183099,49833,46,195,0.2069535644671687
214,2105,1258.411214953271,50094,45,216,0.2058893587196013
215,1880,1261.3023255813953,50345,53,198,0.2048357419961473
216,1750,1263.5648148148148,50597,50,202,0.20379260893425627
217,1685,1265.5069124423962,50850,51,202,0.20275985521975287
218,2030,1269.01376146789,51096,43,203,0.20173737757640486
219,2150,1273.0365296803652,51350,41,213,0.200725073755596
220,2095,1276.7727272727273,51601,53,198,0.1997228425261005
221,1955,1279.841628959276,51849,43,205,0.1987305836639603
222,2355,1284.6846846846847,52116,55,212,0.19774819794246218
223,1625,1286.2107623318386,52371,60,195,0.19677558712221546
224,1805,1288.5267857142858,52618,54,193,0.19581265394132752
225,1950,1291.4666666666667,52855,37,200,0.19485930210567792
226,1465,1292.2345132743362,53088,40,193,0.1939154362792885
227,2155,1296.035242290749,53346,50,208,0.19298096207479018
228,1685,1297.7412280701753,53597,65,186,0.1920557860439837
229,2170,1301.5502183406113,53851,44,210,0.19113981566849508
230,2225,1305.5652173913043,54119,48,220,0.19023295935052334
231,1960,1308.3982683982683,54412,45,248,0.1893351264036811
232,1775,1310.4094827586207,54662,52,198,0.18844622704392539
233,1645,1311.8454935622317,54906,46,198,0.1875661723805795
234,1765,1313.7820512820513,55149,45,198,0.18669487440744376
235,1565,1314.8510638297873,55389,47,193,0.18583224599399467
236,2325,1319.1313559322034,55639,41,209,0.1849782008766721
237,1810,1321.2025316455697,55884,39,206,0.1841326536502526
238,2320,1325.3991596638655,56127,36,207,0.18329551975930897
239,1765,1327.2384937238494,56372,45,200,0.18246671548975435
240,2170,1330.75,56640,51,217,0.1816461579604713
241,1895,1333.091286307054,56904,50,214,0.18083376511502286
242,1965,1335.702479338843,57149,39,206,0.18002945571344772
243,1815,1337.6748971193415,57391,47,195,0.1792331493241353
244,1860,1339.8155737704917,57649,55,203,0.17844476631578318
245,1680,1341.204081632653,57883,36,198,0.17766422784943345
246,1880,1343.3943089430895,58135,47,205,0.17689145587058913
247,1910,1345.6882591093117,58371,32,204,0.17612637310140822
248,1745,1347.2983870967741,58612,43,198,0.17536890303297636
249,7295,1371.1847389558234,59308,114,582,0.1746189699176554
250,2120,1374.18,59559,45,206,0.17387649876150893
251,2095,1377.0517928286852,59811,34,218,0.1731414153168025
252,1985,1379.4642857142858,60054,38,205,0.1724136460745792
253,2165,1382.5691699604743,60299,40,205,0.1716931182573082
254,1785,1384.1535433070867,60544,43,202,0.17097975981160746
255,2125,1387.0588235294117,60794,47,203,0.1702734994010378
256,1920,1389.140625,61050,48,208,0.16957426639896978
257,1690,1390.3112840466927,61300,45,205,0.16888199088152037
258,2005,1392.6937984496124,61544,49,195,0.16819660362056094
259,1945,1394.8262548262549,61780,36,200,0.16751803607679427
260,1980,1397.076923076923,62029,49,200,0.16684622039290048
261,1770,1398.5057471264367,62276,51,196,0.1661810893867514
262,4075,1408.7213740458014,62714,79,359,0.16552257654469205
263,1885,1410.532319391635,62948,38,196,0.1648706160148895
264,1805,1412.0265151515152,63183,39,196,0.16422514260074744
265,1915,1413.9245283018868,63426,38,205,0.16358609175438665
266,1770,1415.2631578947369,63659,43,190,0.16295339957018984
267,1855,1416.9101123595506,63898,41,198,0.1623270027784114
268,2020,1419.160447761194,64135,25,212,0.1617068387388501
269,2055,1421.5241635687732,64383,46,202,0.1610928454345853
270,1770,1422.8148148148148,64621,38,200,0.1604849614657748
271,2075,1425.2214022140222,64866,42,203,0.15988312604351518
272,1870,1426.8566176470588,65128,54,208,0.15928727898376266
273,2305,1430.0732600732601,65402,37,237,0.1586973607013148
274,2000,1432.153284671533,65647,35,210,0.15811331220385164
275,1620,1432.8363636363636,65886,36,203,0.1575350750860368
276,1455,1432.9166666666667,66104,33,185,0.15696259152367664
277,2110,1435.3610108303249,66355,45,206,0.15639580426793784
278,1875,1436.9424460431655,66592,28,209,0.15583465663962248
279,2075,1439.2293906810037,66841,44,205,0.1552790925235001
280,2190,1441.9107142857142,67110,47,222,0.15472905636269615
281,2130,1444.3594306049822,67351,36,205,0.1541844931531362
282,1870,1445.8687943262412,67584,31,202,0.15364534843804545
283,1940,1447.6148409893992,67829,44,201,0.15311156830250305
284,2345,1450.774647887324,68086,38,219,0.15258309936805076
285,1890,1452.3157894736842,68325,31,208,0.1520598887873546
286,1785,1453.479020979021,68560,32,203,0.15154188423892062
287,2125,1455.8188153310105,68809,40,209,0.15102903392186223
288,1900,1457.361111111111,69065,42,214,0.15052128655072036
289,2070,1459.4809688581315,69313,43,205,0.15001859135033477
290,1865,1460.8793103448277,69544,40,191,0.14952089805076652
291,2055,1462.9209621993127,69795,35,216,0.1490281568822709
292,1980,1464.6917808219177,70051,41,215,0.1485403185703204
293,1870,1466.075085324232,70283,25,207,0.1480573343306774
294,1675,1466.7857142857142,70516,35,198,0.14757915586451534
295,11290,1500.084745762712,71565,147,902,0.14710573535358915
296,2875,1504.7297297297298,71871,43,263,0.14663702545545326
297,6290,1520.8417508417508,72437,85,481,0.1461729792987272
298,2495,1524.1107382550335,72729,49,243,0.14571355047840867
299,1775,1524.9498327759197,72968,35,204,0.14525869305123268
300,1980,1526.4666666666667,73221,46,207,0.14480836153107757
301,2325,1529.1196013289036,73496,46,229,0.14436251088441593
302,1745,1529.8344370860927,73734,37,201,0.14392109652581167
303,2335,1532.4917491749175,73991,31,226,0.143484074313461
304,1900,1533.7006578947369,74221,29,201,0.14305140054477855
305,1925,1534.983606557377,74470,44,205,0.14262303195202683
306,2110,1536.862745098039,74726,38,218,0.14219892569798964
307,4080,1545.1465798045604,75160,68,366,0.14177903937168812
308,2025,1546.7045454545455,75390,25,205,0.14136333098413978
309,1860,1547.7184466019417,75606,18,198,0.14095175896415943
310,1915,1548.9032258064517,75841,25,210,0.14054428215420203
311,2575,1552.2025723472668,76109,45,223,0.14014085980624708
312,2145,1554.1025641025642,76351,34,208,0.13974145157772358
313,1930,1555.3035143769969,76589,29,209,0.13934601752747586
314,2160,1557.2292993630574,76844,33,222,0.13895451811176932
315,11125,1587.6031746031747,77864,129,891,0.13856691418033618
316,1820,1588.3386075949368,78104,33,207,0.13818316697246025
317,1755,1588.864353312303,78329,33,192,0.137803238113101
318,1745,1589.3553459119496,78553,32,192,0.13742708960905586
319,2360,1591.7711598746082,78804,43,208,0.13705468384516098
320,1855,1592.59375,79043,27,212,0.13668598358052958
321,14235,1631.9781931464174,80465,180,1242,0.13632095194482804
322,2335,1634.1614906832299,80715,38,212,0.13595955243458852
323,2135,1635.7120743034056,80955,25,215,0.13560174890955887
324,2265,1637.6543209876543,81210,37,218,0.13524750558908838
325,11690,1668.5846153846153,82243,130,903,0.13489678704854982
326,2035,1669.7085889570553,82500,39,218,0.13454955821579684
327,1905,1670.4281345565748,82728,31,197,0.1342057843676569
328,1760,1670.7012195121952,82967,35,204,0.1338654311264586
329,2065,1671.8996960486322,83213,31,215,0.13352846445659422
330,1810,1672.3181818181818,83448,33,202,0.133194850661116
331,1810,1672.7341389728097,83681,32,201,0.13286455637836636
332,2415,1674.9698795180723,83945,37,227,0.13253754857864178
333,2185,1676.5015015015015,84197,36,216,0.13221379456088977
334,1830,1676.9610778443114,84432,24,211,0.1318932619494388
335,2070,1678.134328358209,84667,28,207,0.13157591869076052
336,1995,1679.077380952381,84911,33,211,0.13126173305026473
337,1905,1679.7477744807122,85142,28,203,0.13095067360912543
338,1825,1680.1775147928995,85378,32,204,0.1306427092611394
339,1905,1680.8407079646017,85618,36,204,0.13033780920961516
340,2325,1682.735294117647,85875,34,223,0.13003594296429347
341,1715,1682.8299120234603,86101,28,198,0.12973708033829826
342,1945,1683.5964912280701,86342,40,201,0.12944119144511784
343,2015,1684.5626822157435,86571,22,207,0.12914824669561634
344,2245,1686.1918604651162,86840,39,230,0.1288582167950747
345,1830,1686.608695652174,87075,26,209,0.12857107274026114
346,2070,1687.7167630057804,87330,34,221,0.12828678581653094
347,1695,1687.7377521613832,87554,25,199,0.12800532759495478
348,6230,1700.7902298850574,88114,64,496,0.12772666992947598
349,1800,1701.0744985673352,88349,27,208,0.12745078495409573
350,1610,1700.8142857142857,88567,22,196,0.12717764508008667
351,1825,1701.1680911680912,88789,24,198,0.12690722299323368
352,4365,1708.7357954545455,89218,57,372,0.1266394916511028
353,1940,1709.3909348441925,89456,26,212,0.12637442428033668
354,1775,1709.5762711864406,89718,31,231,0.12611199437397735
355,1930,1710.1971830985915,89993,36,239,0.1258521756888155
356,2180,1711.5168539325844,90257,47,217,0.12559494224276607
357,9950,1734.593837535014,91211,100,854,0.1253402683122701
358,5090,1743.9664804469273,91705,56,438,0.12508812842972233
359,2735,1746.7270194986072,91983,29,249,0.12483849738092437
360,2400,1748.5416666666667,92262,43,236,0.12459135020256332
361,3095,1752.2714681440443,92576,31,283,0.12434666217971538
362,2350,1753.9226519337017,92851,38,237,0.12410440884337437
363,6480,1766.9421487603306,93466,81,534,0.12386456596800477
364,2640,1769.3406593406594,93743,32,245,0.12362710956911917
365,2720,1771.945205479452,94035,30,262,0.12339201590087982
366,3275,1776.051912568306,94356,55,266,0.12315926145372395
367,2565,1778.201634877384,94639,37,246,0.12292882295201292
368,10570,1802.0923913043478,95610,112,859,0.12270067735170449
369,2205,1803.1842818428183,95879,36,233,0.12247480183804854
370,2550,1805.2027027027027,96153,31,243,0.12225117382330546
371,2525,1807.142857142857,96433,36,244,0.12202977094448741
372,2605,1809.2876344086021,96714,36,245,0.121810571061122
373,2245,1810.455764075067,96987,36,237,0.12159355225303826
374,10915,1834.7994652406417,97980,120,873,0.12137869281817451
375,2775,1837.3066666666666,98269,41,248,0.12116597127040821
376,30920,1914.654255319149,102141,423,3449,0.1209553663374073
377,23575,1972.10875331565,105175,366,2668,0.12074685695850301
378,8495,1989.3650793650793,106212,130,907,0.12054042228258369
379,8715,2007.1108179419525,107307,134,961,0.12033604166600968
380,22895,2062.0789473684213,110197,368,2522,0.12013369467054905
381,27900,2129.8950131233596,114254,456,3601,0.1199333610613336
382,8190,2145.759162303665,115358,135,969,0.11973502080483546
383,7590,2159.9738903394255,116347,128,861,0.11953865406686372
384,7860,2174.8177083333335,117364,116,901,0.11934424121058093
385,9185,2193.025974025974,118549,141,1044,0.11915176279453946
386,9875,2212.9274611398964,119799,132,1118,0.1189611995707373
387,4615,2219.1343669250646,120338,68,471,0.11877253248269325
388,15610,2253.646907216495,121877,178,1361,0.11858574266354131
389,1830,2252.5578406169666,122111,29,205,0.1184008114341439
390,1565,2250.7948717948716,122334,23,200,0.11821772030122396
391,2445,2251.291560102302,122610,41,235,0.11803645095551563
392,1820,2250.191326530612,122853,35,208,0.11785698526993327
393,1890,2249.2748091603053,123096,29,214,0.11767930529775877
394,1860,2248.286802030457,123323,32,195,0.11750339327084686
395,1865,2247.3164556962024,123565,34,208,0.11732923159784824
396,2125,2247.007575757576,123799,23,211,0.11715680286245048
397,2100,2246.6372795969774,124032,33,200,0.11698608982163634
398,1950,2245.891959798995,124258,25,201,0.1168170754039595
399,2685,2246.9924812030076,124524,30,236,0.11664974270783732
400,2275,2247.0625,124755,22,209,0.11648407499986077
401,2160,2246.845386533666,125012,29,228,0.11632005571312097
402,12715,2272.8855721393033,126190,147,1031,0.11615766844555257
403,1735,2271.5508684863526,126420,31,199,0.1159968969582935
404,9585,2289.6534653465346,127324,109,795,0.11583772517406106
405,1890,2288.6666666666665,127550,21,205,0.11568013717554416
406,2000,2287.9556650246304,127779,19,210,0.11552411720381164
407,1675,2286.4496314496314,128008,26,203,0.11536964965673632
408,1975,2285.6862745098038,128246,20,218,0.11521671908743475
409,2050,2285.1100244498775,128485,37,202,0.11506531020272258
410,2040,2284.512195121951,128731,24,222,0.11491540786158513
411,2460,2284.9391727493917,128992,31,230,0.11476699707366339
412,9855,2303.3131067961167,129891,95,804,0.11462006299775489
413,6165,2312.6634382566585,130499,65,543,0.11447459094032959
414,2475,2313.0555555555557,130765,28,238,0.11433056635406054
415,2165,2312.6987951807228,131011,32,214,0.11418797483636904
416,2365,2312.824519230769,131259,29,219,0.11404680212798456
417,1980,2312.0263788968823,131515,38,218,0.11390703411151856
418,2035,2311.3636363636365,131761,23,223,0.11376865681005296
419,2005,2310.6324582338902,132001,23,217,0.11363165638574228
420,2205,2310.3809523809523,132250,31,218,0.11349601913842994
421,3370,2312.897862232779,132568,33,285,0.11336173150427815
422,2790,2314.0284360189576,132855,26,261,0.11322878005441162
423,1860,2312.955082742317,133086,24,207,0.11309715149357452
424,1715,2311.544811320755,133321,32,203,0.11296683265880111
425,1880,2310.529411764706,133550,25,204,0.11283781051809934
426,1930,2309.6361502347418,133782,22,210,0.11271007216914757
427,1840,2308.536299765808,134009,27,200,0.11258360483800448
428,2715,2309.4859813084113,134288,36,243,0.11245839587783156
429,2050,2308.8811188811187,134529,20,221,0.11233443276762846
430,1900,2307.9302325581393,134773,28,216,0.11221170311098085
431,1985,2307.1809744779584,135006,40,193,0.11209019463482078
432,1995,2306.4583333333335,135247,32,209,0.1119698951881994
433,2080,2305.935334872979,135487,26,214,0.11185079274107178
434,1715,2304.573732718894,135710,22,201,0.11173287538309397
435,1915,2303.67816091954,135945,25,210,0.11161613132243188
436,2015,2303.016055045872,136186,25,216,0.11150054888458219
437,10145,2320.9610983981693,137082,94,802,0.11138611651120478
438,1920,2320.0456621004564,137327,31,214,0.11127282275896695
439,2305,2320.01138952164,137569,28,214,0.11116065629839907
440,12055,2342.1363636363635,138778,144,1065,0.1110496059127616
441,6470,2351.496598639456,139396,60,558,0.11093966049692344
442,4570,2356.5158371040725,139846,68,382,0.11083080905625141
443,2090,2355.9142212189618,140087,33,208,0.11072304070551069
444,9490,2371.981981981982,140980,100,793,0.11061634466777641
445,12225,2394.123595505618,142204,121,1103,0.1105107102733559
446,2130,2393.5313901345294,142433,22,207,0.11040612695872169
447,2185,2393.0648769574946,142694,29,232,0.11030258426545514
448,2190,2392.6116071428573,142946,30,222,0.11020007183920065
449,1800,2391.2917594654787,143167,31,190,0.11009857942863019
450,9310,2406.6666666666665,144032,82,783,0.10999809688441808
451,1975,2405.7095343680708,144262,18,212,0.1098986141582262
452,2205,2405.265486725664,144499,17,220,0.109800121301699
453,5515,2412.130242825607,145037,67,471,0.10970260846546878
454,2225,2411.718061674009,145275,29,209,0.10960606589817064
455,2145,2411.131868131868,145517,30,212,0.10951048394546739
456,1655,2409.4736842105262,145749,29,203,0.10941585304908412
457,1940,2408.4463894967175,145978,25,204,0.10932216374585232
458,1985,2407.5218340611355,146199,25,196,0.10922940666676363
459,9615,2423.2244008714597,147078,89,790,0.10913757253603279
460,2125,2422.5760869565215,147314,26,210,0.10904665217017022
461,1925,2421.4967462039044,147553,30,209,0.10895663647706358
462,9940,2437.7705627705627,148450,105,792,0.10886751645506854
463,1795,2436.3822894168466,148678,31,197,0.10877928319210861
464,2105,2435.668103448276,148925,28,219,0.108691927864784
465,1780,2434.2580645161293,149161,24,212,0.10860544173748916
466,2020,2433.3690987124464,149414,43,210,0.1085198161615393
467,6990,2443.1263383297646,150050,71,565,0.10843504257430546
468,2190,2442.58547008547,150300,27,223,0.10835111249835827
469,1810,2441.236673773987,150536,31,205,0.10826801754062021
470,2090,2440.4893617021276,150760,24,200,0.10818574939152624
471,1880,2439.2993630573246,150997,27,210,0.10810429982419291
472,2210,2438.813559322034,151238,36,205,0.1080236606935956
473,2205,2438.3192389006344,151487,32,217,0.10794382393575405
474,2280,2437.9852320675104,151734,18,229,0.10786478156692597
475,9590,2453.0421052631577,152601,86,781,0.10778652568280858
