Episode,Episode reward,Running reward,Total actions,Exploration actions,Exploitation actions,Greed rate
133,1735,864.2857142857143,26853,106,200,0.3380295351698416
134,1725,870.7089552238806,27097,94,150,0.3356611017222934
135,2320,881.4444444444445,27407,109,201,0.33331623458130233
136,1745,887.7941176470588,27666,74,185,0.3309946992582003
137,1445,891.8613138686131,27939,91,182,0.32869626359752024
138,1735,897.9710144927536,28204,82,183,0.3264206977537808
139,2055,906.294964028777,28512,115,193,0.32416777416850134
140,1910,913.4642857142857,28782,85,185,0.3219372675474458
141,1475,917.4468085106383,29055,81,192,0.3197289548380934
142,1850,924.0140845070423,29354,101,198,0.31754261520733285
143,1425,927.5174825174826,29639,93,192,0.31537803001937914
144,1575,932.0138888888889,29925,96,190,0.3132349828139096
145,1840,938.2758620689655,30214,88,201,0.3111132592844179
146,1500,942.1232876712329,30474,76,184,0.30901264725678296
147,1650,946.9387755102041,30744,76,194,0.30693293666805144
148,1295,949.2905405405405,31026,88,194,0.30487391954543147
149,1840,955.2684563758389,31289,65,198,0.30283538998549486
150,1905,961.6,31565,79,197,0.30081714413358684
151,2015,968.5761589403974,31864,105,194,0.2988189801634404
152,1535,972.3026315789474,32128,63,201,0.2968406982569933
153,1370,974.9019607843137,32408,87,193,0.29488210058440634
154,1875,980.7467532467532,32700,83,209,0.29294299128428014
155,1985,987.2258064516129,32989,84,205,0.2910231764440687
156,1415,989.9679487179487,33259,77,193,0.28912246408068826
157,1635,994.0764331210191,33535,82,194,0.28724066412131843
158,1825,999.3354430379746,33819,77,207,0.2853775883843951
159,1775,1004.2138364779875,34099,83,197,0.2835330505607921
160,1925,1009.96875,34389,76,214,0.28170686619518986
161,1830,1015.0621118012423,34673,81,203,0.27989885266763004
162,1750,1019.5987654320987,34954,73,208,0.2781088291752532
163,1770,1024.20245398773,35206,64,188,0.2763366167142184
164,1900,1029.5426829268292,35519,85,228,0.2745820380618027
165,1565,1032.7878787878788,35782,54,209,0.2728449177586787
166,1905,1038.0421686746988,36063,76,205,0.27112508209136843
167,1900,1043.2035928143712,36329,73,193,0.2694223590748721
168,2465,1051.6666666666667,36640,89,222,0.267736578435469
169,1995,1057.2485207100592,36927,66,221,0.2660675715936903
170,1745,1061.2941176470588,37216,71,218,0.2644151716474612
171,1770,1065.438596491228,37492,72,204,0.2627792133554099
172,1710,1069.1860465116279,37755,61,202,0.2611595331203439
173,1980,1074.450867052023,38021,69,197,0.25955596897289
174,1805,1078.6494252873563,38289,86,182,0.25796836055529715
175,1845,1083.0285714285715,38550,75,186,0.25639654910540066
176,1955,1087.9829545454545,38816,72,194,0.2548403774407455
177,1680,1091.3276836158193,39065,64,185,0.2532996899428685
178,1845,1095.561797752809,39323,70,188,0.251774332541736
179,2165,1101.536312849162,39589,72,194,0.25026415270033664
180,2005,1106.5555555555557,39854,73,192,0.2487689993994279
181,2190,1112.5414364640883,40112,61,197,0.24728872312243366
182,1985,1117.3351648351647,40375,69,194,0.24582317584049268
183,1740,1120.7377049180327,40624,63,186,0.24437221099765546
184,1890,1124.9184782608695,40875,45,206,0.24293568349622863
185,1745,1128.2702702702702,41125,62,188,0.24151344968226485
186,1860,1132.2043010752689,41385,57,203,0.24010536733119758
187,1880,1136.2032085561498,41625,45,195,0.23871129563361826
188,1775,1139.6010638297873,41875,55,195,0.2373310951811955
189,1965,1143.968253968254,42142,58,209,0.23596462795273376
190,1815,1147.5,42403,55,206,0.23461175730037154
191,1760,1150.7068062827225,42647,52,192,0.2332723479359162
192,1755,1153.8541666666667,42891,53,191,0.23194626591731515
193,2310,1159.8445595854923,43157,57,209,0.23063337863526137
194,4320,1176.1340206185566,43601,76,368,0.22933355479993264
195,1535,1177.974358974359,43862,61,200,0.22804666442786223
196,1960,1181.9642857142858,44111,51,198,0.2267725788289405
197,2090,1186.5736040609138,44378,69,198,0.22551117059354586
198,1610,1188.7121212121212,44636,65,193,0.22426231357980353
199,1910,1192.3366834170854,44883,49,198,0.22302588290097147
200,2030,1196.525,45135,66,186,0.22180175491295145
201,1950,1200.273631840796,45396,58,203,0.22058980720192445
202,2345,1205.9405940594058,45665,44,225,0.21938991857210954
203,1745,1208.5960591133005,45929,68,196,0.21820196903364375
204,2280,1213.8480392156862,46201,51,221,0.21702583979058332
205,2285,1219.0731707317073,46473,67,205,0.2158614132290238
206,1835,1222.0631067961165,46710,47,190,0.21470857290533868
207,1610,1223.9371980676328,46968,60,198,0.2135672035345349
208,2470,1229.9278846153845,47255,57,230,0.21243719097872418
209,1870,1232.9904306220096,47522,61,206,0.21131842223570935
210,1935,1236.3333333333333,47768,46,200,0.21021078542768373
211,1805,1239.0284360189573,48019,68,183,0.20911416979004352
212,2235,1243.7264150943397,48288,56,213,0.20802846566031108
213,1990,1247.2300469483569,48548,53,207,0.2069535644671687
214,1720,1249.4392523364486,48791,51,192,0.2058893587196013
215,1635,1251.2325581395348,49041,60,190,0.2048357419961473
216,1960,1254.513888888889,49317,58,218,0.20379260893425627
217,2035,1258.110599078341,49570,40,213,0.20275985521975287
218,2195,1262.408256880734,49817,53,194,0.20173737757640486
219,2510,1268.1050228310503,50095,50,228,0.200725073755596
220,1765,1270.3636363636363,50353,50,208,0.1997228425261005
221,1845,1272.9638009049775,50603,53,197,0.1987305836639603
222,1810,1275.382882882883,50873,56,214,0.19774819794246218
223,1965,1278.47533632287,51126,40,213,0.19677558712221546
224,7760,1307.4107142857142,51870,142,602,0.19581265394132752
225,2140,1311.111111111111,52143,62,211,0.19485930210567792
226,2010,1314.203539823009,52392,45,204,0.1939154362792885
227,1850,1316.5638766519824,52627,43,192,0.19298096207479018
228,2345,1321.0745614035088,52912,63,222,0.1920557860439837
229,1745,1322.9257641921397,53165,50,203,0.19113981566849508
230,2115,1326.3695652173913,53412,41,206,0.19023295935052334
231,1845,1328.6147186147186,53663,43,208,0.1893351264036811
232,4110,1340.603448275862,54115,85,367,0.18844622704392539
233,2200,1344.2918454935623,54385,43,227,0.1875661723805795
234,1965,1346.9444444444443,54643,46,212,0.18669487440744376
235,1705,1348.468085106383,54902,55,204,0.18583224599399467
236,2055,1351.4618644067796,55142,44,196,0.1849782008766721
237,2130,1354.746835443038,55396,35,219,0.1841326536502526
238,4190,1366.6596638655462,55852,88,368,0.18329551975930897
239,1685,1367.991631799163,56097,46,199,0.18246671548975435
240,2325,1371.9791666666667,56369,50,222,0.1816461579604713
241,1600,1372.9253112033196,56619,45,205,0.18083376511502286
242,2120,1376.0123966942149,56892,53,220,0.18002945571344772
243,1775,1377.6543209876543,57133,33,208,0.1792331493241353
244,1870,1379.672131147541,57377,53,191,0.17844476631578318
245,1975,1382.1020408163265,57636,50,209,0.17766422784943345
246,2080,1384.939024390244,57888,43,209,0.17689145587058913
247,2550,1389.6558704453441,58182,59,235,0.17612637310140822
248,1715,1390.967741935484,58403,35,186,0.17536890303297636
249,1435,1391.144578313253,58630,43,184,0.1746189699176554
250,2500,1395.58,58914,56,228,0.17387649876150893
251,2105,1398.406374501992,59165,27,224,0.1731414153168025
252,1715,1399.6626984126983,59396,35,196,0.1724136460745792
253,1800,1401.2450592885375,59652,54,202,0.1716931182573082
254,2150,1404.1929133858268,59902,49,201,0.17097975981160746
255,2065,1406.7843137254902,60151,38,211,0.1702734994010378
256,10225,1441.23046875,61111,161,799,0.16957426639896978
257,2090,1443.7548638132296,61361,36,214,0.16888199088152037
258,2960,1449.6317829457364,61678,64,253,0.16819660362056094
259,9790,1481.8339768339767,62600,154,768,0.16751803607679427
260,1890,1483.4038461538462,62845,36,209,0.16684622039290048
261,10620,1518.4099616858236,63830,180,805,0.1661810893867514
262,1840,1519.6374045801526,64073,30,213,0.16552257654469205
263,1870,1520.9695817490494,64309,42,194,0.1648706160148895
264,2025,1522.878787878788,64576,56,211,0.16422514260074744
265,2155,1525.2641509433963,64840,44,220,0.16358609175438665
266,2150,1527.6127819548872,65095,45,210,0.16295339957018984
267,2235,1530.2621722846443,65360,47,218,0.1623270027784114
268,2135,1532.5186567164178,65603,45,198,0.1617068387388501
269,1620,1532.8438661710038,65848,38,207,0.1610928454345853
270,1920,1534.2777777777778,66097,41,208,0.1604849614657748
271,2005,1536.0147601476015,66339,33,209,0.15988312604351518
272,1880,1537.2794117647059,66582,38,205,0.15928727898376266
273,1945,1538.7728937728937,66848,55,211,0.1586973607013148
274,1995,1540.4379562043796,67093,32,213,0.15811331220385164
275,1765,1541.2545454545455,67321,32,196,0.1575350750860368
276,4105,1550.5434782608695,67743,52,370,0.15696259152367664
277,2160,1552.7436823104692,68012,42,227,0.15639580426793784
278,1925,1554.0827338129495,68250,46,192,0.15583465663962248
279,2345,1556.9175627240143,68513,47,216,0.1552790925235001
280,2040,1558.642857142857,68742,29,200,0.15472905636269615
281,4305,1568.4163701067616,69197,80,375,0.1541844931531362
282,2130,1570.4078014184397,69447,33,217,0.15364534843804545
283,2080,1572.208480565371,69698,43,208,0.15311156830250305
284,1750,1572.8345070422536,69940,41,201,0.15258309936805076
285,1705,1573.298245614035,70185,42,203,0.1520598887873546
286,1635,1573.513986013986,70415,29,201,0.15154188423892062
287,4300,1583.01393728223,70893,69,409,0.15102903392186223
288,2350,1585.6770833333333,71145,45,207,0.15052128655072036
289,2140,1587.5951557093426,71393,34,214,0.15001859135033477
290,1905,1588.6896551724137,71627,28,206,0.14952089805076652
291,2525,1591.9072164948454,71936,38,271,0.1490281568822709
292,2765,1595.9246575342465,72228,37,255,0.1485403185703204
293,1915,1597.013651877133,72472,45,199,0.1480573343306774
294,2175,1598.9795918367347,72720,40,208,0.14757915586451534
295,1995,1600.322033898305,72962,29,213,0.14710573535358915
296,1730,1600.7601351351352,73193,32,199,0.14663702545545326
297,1650,1600.9259259259259,73433,40,200,0.1461729792987272
298,2170,1602.8355704697988,73679,35,211,0.14571355047840867
299,1645,1602.9765886287626,73904,27,198,0.14525869305123268
300,1890,1603.9333333333334,74158,35,219,0.14480836153107757
301,1685,1604.202657807309,74390,32,200,0.14436251088441593
302,1705,1604.5364238410596,74623,33,200,0.14392109652581167
303,2495,1607.4752475247524,74895,37,235,0.143484074313461
304,2045,1608.9144736842106,75125,23,207,0.14305140054477855
305,1810,1609.5737704918033,75356,33,198,0.14262303195202683
306,2440,1612.2875816993464,75629,43,230,0.14219892569798964
307,2245,1614.3485342019544,75885,37,219,0.14177903937168812
308,4490,1623.685064935065,76326,60,381,0.14136333098413978
309,5005,1634.6278317152103,76789,58,405,0.14095175896415943
310,1755,1635.016129032258,77030,38,203,0.14054428215420203
311,1840,1635.6752411575562,77262,34,198,0.14014085980624708
312,2050,1637.003205128205,77521,33,226,0.13974145157772358
313,3015,1641.405750798722,77844,45,278,0.13934601752747586
314,1695,1641.5764331210191,78082,46,192,0.13895451811176932
315,2385,1643.936507936508,78341,31,228,0.13856691418033618
316,10025,1670.4588607594937,79277,129,807,0.13818316697246025
317,9945,1696.5615141955836,80185,113,795,0.137803238113101
318,2635,1699.5125786163521,80467,36,246,0.13742708960905586
319,2005,1700.4702194357367,80727,39,221,0.13705468384516098
320,6610,1715.8125,81353,87,539,0.13668598358052958
321,1585,1715.404984423676,81591,32,206,0.13632095194482804
322,1820,1715.7298136645963,81835,35,209,0.13595955243458852
323,9740,1740.5727554179566,82956,144,977,0.13560174890955887
324,2240,1742.1141975308642,83223,40,227,0.13524750558908838
325,1575,1741.6,83461,35,203,0.13489678704854982
326,1925,1742.1625766871166,83734,43,230,0.13454955821579684
327,1865,1742.538226299694,83975,37,204,0.1342057843676569
328,2085,1743.5823170731708,84220,29,216,0.1338654311264586
329,10175,1769.209726443769,85354,159,975,0.13352846445659422
330,3645,1774.8939393939395,85790,58,378,0.133194850661116
331,2975,1778.5196374622356,86221,51,380,0.13286455637836636
332,1925,1778.960843373494,86466,32,213,0.13253754857864178
333,1670,1778.6336336336337,86712,31,215,0.13221379456088977
334,1690,1778.368263473054,86956,28,216,0.1318932619494388
335,2130,1779.4179104477612,87225,36,233,0.13157591869076052
336,9230,1801.592261904762,88328,114,989,0.13126173305026473
337,1885,1801.839762611276,88609,43,238,0.13095067360912543
338,1770,1801.7455621301774,88864,28,227,0.1306427092611394
339,6430,1815.3982300884957,89564,99,601,0.13033780920961516
340,9640,1838.4117647058824,90721,157,1000,0.13003594296429347
341,7050,1853.6950146627566,91474,92,661,0.12973708033829826
342,3275,1857.8508771929824,91887,50,363,0.12944119144511784
343,2160,1858.7317784256559,92147,28,232,0.12914824669561634
344,3650,1863.9389534883721,92615,56,412,0.1288582167950747
345,4830,1872.536231884058,93222,74,533,0.12857107274026114
346,6455,1885.7803468208092,93954,95,637,0.12828678581653094
347,3735,1891.1095100864554,94394,58,382,0.12800532759495478
348,2060,1891.594827586207,94676,30,252,0.12772666992947598
349,12505,1922.0057306590259,95899,154,1069,0.12745078495409573
350,2465,1923.557142857143,96198,49,250,0.12717764508008667
351,1735,1923.019943019943,96427,35,194,0.12690722299323368
352,1785,1922.627840909091,96649,21,201,0.1266394916511028
353,6665,1936.0623229461755,97303,96,558,0.12637442428033668
354,1890,1935.9322033898304,97553,32,218,0.12611199437397735
355,1970,1936.0281690140846,97803,23,227,0.1258521756888155
356,1715,1935.4073033707866,98038,34,201,0.12559494224276607
357,2365,1936.6106442577031,98307,40,229,0.1253402683122701
358,1995,1936.7737430167597,98547,25,215,0.12508812842972233
359,1945,1936.7966573816157,98778,22,209,0.12483849738092437
360,2045,1937.0972222222222,99012,21,213,0.12459135020256332
361,2200,1937.825484764543,99286,28,246,0.12434666217971538
362,9735,1959.364640883978,100232,135,811,0.12410440884337437
363,2015,1959.5179063360881,100477,30,215,0.12386456596800477
364,10005,1981.6208791208792,101430,126,827,0.12362710956911917
365,1720,1980.9041095890411,101664,27,207,0.12339201590087982
366,1880,1980.6284153005465,101924,38,222,0.12315926145372395
367,2220,1981.2806539509536,102189,36,229,0.12292882295201292
368,1750,1980.6521739130435,102428,30,209,0.12270067735170449
369,2115,1981.0162601626016,102665,29,208,0.12247480183804854
370,1760,1980.418918918919,102908,35,208,0.12225117382330546
371,2480,1981.7654986522912,103202,39,255,0.12202977094448741
372,1765,1981.1827956989248,103446,32,212,0.121810571061122
373,1820,1980.7506702412868,103673,23,204,0.12159355225303826
374,1790,1980.24064171123,103891,21,197,0.12137869281817451
375,1985,1980.2533333333333,104132,28,213,0.12116597127040821
376,1965,1980.212765957447,104360,20,208,0.1209553663374073
377,2005,1980.2785145888595,104609,30,219,0.12074685695850301
378,1960,1980.2248677248676,104842,27,206,0.12054042228258369
379,1930,1980.0923482849605,105087,31,214,0.12033604166600968
380,1670,1979.2763157894738,105357,32,238,0.12013369467054905
381,2020,1979.3832020997374,105603,24,222,0.1199333610613336
382,1715,1978.6910994764398,105831,26,202,0.11973502080483546
383,2170,1979.190600522193,106089,41,217,0.11953865406686372
384,1885,1978.9453125,106316,18,209,0.11934424121058093
385,1545,1977.8181818181818,106550,37,197,0.11915176279453946
386,1580,1976.7875647668393,106778,25,203,0.1189611995707373
387,1925,1976.653746770026,107006,25,203,0.11877253248269325
388,1790,1976.1726804123712,107229,25,198,0.11858574266354131
389,1695,1975.4498714652957,107453,21,203,0.1184008114341439
390,1825,1975.0641025641025,107675,21,201,0.11821772030122396
391,1615,1974.1432225063938,107906,26,205,0.11803645095551563
392,1655,1973.329081632653,108124,20,198,0.11785698526993327
393,1710,1972.6590330788804,108362,26,212,0.11767930529775877
394,1885,1972.4365482233502,108612,33,217,0.11750339327084686
395,1790,1971.9746835443038,108903,22,269,0.11732923159784824
396,2195,1972.5378787878788,109137,23,211,0.11715680286245048
397,9440,1991.3476070528968,110048,102,809,0.11698608982163634
398,1855,1991.0050251256282,110273,29,196,0.1168170754039595
399,4600,1997.5438596491229,110746,54,419,0.11664974270783732
400,2180,1998.0,110997,30,221,0.11648407499986077
401,1705,1997.2693266832919,111220,23,200,0.11632005571312097
402,1685,1996.4925373134329,111485,22,243,0.11615766844555257
403,1700,1995.75682382134,111713,25,203,0.1159968969582935
404,1810,1995.2970297029703,111959,38,208,0.11583772517406106
405,2090,1995.530864197531,112188,27,202,0.11568013717554416
406,1870,1995.2216748768474,112417,29,200,0.11552411720381164
407,9390,2013.3906633906633,113317,102,798,0.11536964965673632
408,1790,2012.8431372549019,113544,32,195,0.11521671908743475
409,1925,2012.6283618581906,113781,35,202,0.11506531020272258
410,1990,2012.5731707317073,114051,26,244,0.11491540786158513
411,1765,2011.970802919708,114280,23,206,0.11476699707366339
412,2155,2012.3179611650485,114536,31,225,0.11462006299775489
413,1950,2012.1670702179176,114762,22,204,0.11447459094032959
414,1810,2011.6787439613527,115000,30,208,0.11433056635406054
415,1825,2011.2289156626507,115229,32,197,0.11418797483636904
416,1875,2010.9014423076924,115456,26,201,0.11404680212798456
417,1990,2010.851318944844,115699,27,216,0.11390703411151856
418,1945,2010.6937799043062,115951,24,228,0.11376865681005296
419,1915,2010.4653937947494,116182,27,204,0.11363165638574228
420,1860,2010.107142857143,116404,27,195,0.11349601913842994
421,1990,2010.0593824228029,116639,24,211,0.11336173150427815
422,1545,2008.9573459715639,116870,37,194,0.11322878005441162
423,9200,2025.9574468085107,117795,108,817,0.11309715149357452
424,1940,2025.754716981132,118038,27,216,0.11296683265880111
425,2305,2026.4117647058824,118314,32,244,0.11283781051809934
426,1760,2025.7863849765258,118544,20,210,0.11271007216914757
427,1770,2025.1873536299765,118817,29,244,0.11258360483800448
428,1620,2024.2406542056074,119035,18,200,0.11245839587783156
429,1640,2023.3449883449885,119264,21,208,0.11233443276762846
430,2280,2023.9418604651162,119535,36,235,0.11221170311098085
431,1845,2023.5266821345708,119762,21,206,0.11209019463482078
432,1905,2023.2523148148148,119999,30,207,0.1119698951881994
433,1835,2022.8175519630486,120224,18,207,0.11185079274107178
434,2045,2022.86866359447,120478,37,217,0.11173287538309397
435,11695,2045.103448275862,121747,137,1132,0.11161613132243188
436,2230,2045.5275229357799,122003,28,228,0.11150054888458219
437,7510,2058.0320366132723,122743,93,647,0.11138611651120478
438,1735,2057.294520547945,122964,17,204,0.11127282275896695
439,2335,2057.927107061503,123215,20,231,0.11116065629839907
440,1860,2057.4772727272725,123483,20,248,0.1110496059127616
441,1765,2056.814058956916,123716,33,200,0.11093966049692344
442,1960,2056.5950226244345,124011,32,263,0.11083080905625141
443,1650,2055.6772009029346,124231,20,200,0.11072304070551069
444,1860,2055.2364864864867,124462,22,209,0.11061634466777641
445,1775,2054.6067415730336,124716,22,232,0.1105107102733559
446,1690,2053.7892376681616,124946,18,212,0.11040612695872169
447,2000,2053.668903803132,125185,38,201,0.11030258426545514
448,1995,2053.5379464285716,125441,29,227,0.11020007183920065
449,1815,2053.0066815144764,125683,27,215,0.11009857942863019
450,1855,2052.5666666666666,125905,23,199,0.10999809688441808
451,1770,2051.940133037694,126128,24,199,0.1098986141582262
452,2040,2051.913716814159,126359,27,204,0.109800121301699
453,2755,2053.465783664459,126655,37,259,0.10970260846546878
454,2110,2053.590308370044,126912,36,221,0.10960606589817064
455,1855,2053.153846153846,127138,26,200,0.10951048394546739
456,1640,2052.247807017544,127362,22,202,0.10941585304908412
457,1650,2051.36761487965,127581,17,202,0.10932216374585232
458,2165,2051.6157205240174,127824,29,214,0.10922940666676363
459,1890,2051.263616557734,128065,30,211,0.10913757253603279
460,1865,2050.858695652174,128296,29,202,0.10904665217017022
461,1825,2050.368763557484,128528,22,210,0.10895663647706358
462,1995,2050.248917748918,128781,38,215,0.10886751645506854
463,1925,2049.9784017278616,129011,21,209,0.10877928319210861
464,1925,2049.709051724138,129271,30,230,0.108691927864784
465,2020,2049.6451612903224,129508,24,213,0.10860544173748916
466,1815,2049.1416309012875,129735,22,205,0.1085198161615393
467,1800,2048.608137044968,129963,26,202,0.10843504257430546
468,1695,2047.8525641025642,130184,23,198,0.10835111249835827
469,1775,2047.27078891258,130414,22,208,0.10826801754062021
470,1955,2047.0744680851064,130648,28,206,0.10818574939152624
471,1990,2046.9532908704882,130878,18,212,0.10810429982419291
472,1660,2046.1334745762713,131101,25,198,0.1080236606935956
473,1935,2045.8985200845666,131335,31,203,0.10794382393575405
474,1955,2045.7067510548522,131571,31,205,0.10786478156692597
475,1875,2045.3473684210526,131800,23,206,0.10778652568280858
476,1820,2044.873949579832,132027,24,203,0.10770904845774826
