Episode,Episode reward,Running reward,Total actions,Exploration actions,Exploitation actions,Greed rate,Loss
127,714,174.43307086614172,15654,177,32,0.8591139999994246,2.446321
128,690,178.4609375,15846,162,30,0.8573859999994176,2.3317208
129,497,180.93023255813952,16050,168,36,0.8555499999994101,2.2946134
130,853,186.1,16247,159,38,0.8537769999994028,2.14372
131,-40,184.3740458015267,16326,70,9,0.8530659999993999,2.176464
132,-285,180.8181818181818,16369,36,7,0.8526789999993983,2.2129169
133,535,183.4812030075188,16590,181,40,0.8506899999993902,2.190082
134,939,189.11940298507463,16791,169,32,0.8488809999993828,2.1360817
135,661,192.61481481481482,16960,140,29,0.8473599999993766,2.0606284
136,-28,190.99264705882354,17083,111,12,0.8462529999993721,2.015326
137,448,192.86861313868613,17311,201,27,0.8442009999993637,2.0743334
138,549,195.44927536231884,17481,146,24,0.8426709999993575,2.1740203
139,713,199.1726618705036,17663,154,28,0.8410329999993508,2.0167816
140,586,201.93571428571428,17870,162,45,0.8391699999993432,2.1025171
141,946,207.2127659574468,18088,183,35,0.8372079999993352,2.0029361
142,548,209.61267605633802,18316,186,42,0.8351559999993268,1.9320623
143,1023,215.3006993006993,18572,217,39,0.8328519999993174,1.9688861
144,581,217.84027777777777,18766,159,35,0.8311059999993102,1.8971008
145,1077,223.7655172413793,19021,220,35,0.8288109999993009,1.8862597
146,1051,229.43150684931507,19235,188,26,0.826884999999293,1.8248379
147,814,233.40816326530611,19426,156,35,0.825165999999286,1.7571951
148,1064,239.02027027027026,19622,158,38,0.8234019999992788,1.8648195
149,994,244.08724832214764,19834,179,33,0.821493999999271,1.6602838
150,873,248.28,20026,154,38,0.8197659999992639,1.7601285
151,312,248.7019867549669,20187,132,29,0.818316999999258,1.5252776
152,227,248.55921052631578,20405,184,34,0.81635499999925,1.6760584
153,671,251.3202614379085,20624,180,39,0.8143839999992419,1.6012133
154,896,255.5064935064935,20840,168,48,0.812439999999234,1.417106
155,333,256.0064516129032,20965,104,21,0.8113149999992294,1.5408227
156,253,255.98717948717947,21176,171,40,0.8094159999992216,1.4849695
157,640,258.4331210191083,21375,158,41,0.8076249999992143,1.416412
158,421,259.4620253164557,21535,133,27,0.8061849999992085,1.4538051
159,1078,264.61006289308176,21747,178,34,0.8042769999992007,1.4088532
160,657,267.0625,21947,170,30,0.8024769999991933,1.3636224
161,1037,271.8447204968944,22146,146,53,0.800685999999186,1.3607467
162,802,275.11728395061726,22343,155,42,0.7989129999991788,1.2792442
163,-66,273.02453987730064,22411,52,16,0.7983009999991763,1.3878999
164,622,275.1524390243902,22648,186,51,0.7961679999991675,1.26714
165,1077,280.0121212121212,22853,150,55,0.79432299999916,1.2706183
166,-205,277.0903614457831,22904,45,6,0.7938639999991581,1.4753019
167,167,276.4311377245509,22996,77,15,0.7930359999991548,1.1569936
168,919,280.2559523809524,23219,183,40,0.7910289999991466,1.1726037
169,983,284.41420118343194,23449,178,52,0.7889589999991381,1.1003281
170,761,287.2176470588235,23645,152,44,0.7871949999991309,1.1259584
171,447,288.15204678362574,23883,192,46,0.7850529999991221,1.2078427
172,1116,292.9651162790698,24098,159,56,0.7831179999991142,1.1472821
173,1123,297.7630057803468,24315,168,49,0.7811649999991063,1.1272647
174,605,299.5287356321839,24519,153,51,0.7793289999990988,1.0711669
175,910,303.01714285714286,24743,180,44,0.7773129999990905,1.0282373
176,894,306.375,24947,145,59,0.775476999999083,1.072973
177,802,309.17514124293785,25194,197,50,0.773253999999074,3.8635569
178,-163,306.52247191011236,25240,41,5,0.7728399999990723,3.9062128
179,1185,311.4301675977654,25424,142,42,0.7711839999990655,3.652146
180,1400,317.47777777777776,25696,208,64,0.7687359999990555,3.4409394
181,714,319.6685082872928,25962,214,52,0.7663419999990457,3.5954254
182,648,321.4725274725275,26190,170,58,0.7642899999990374,3.3167841
183,1055,325.4808743169399,26432,183,59,0.7621119999990285,3.081596
184,544,326.66847826086956,26586,127,27,0.7607259999990228,3.2658799
185,763,329.02702702702703,26803,166,51,0.7587729999990148,3.0975044
186,1160,333.494623655914,27042,184,55,0.756621999999006,3.2247698
187,739,335.6631016042781,27264,162,60,0.7546239999989979,3.0939858
188,1008,339.23936170212767,27510,179,67,0.7524099999989888,3.1137526
189,1031,342.8994708994709,27711,150,51,0.7506009999989814,2.8927505
190,394,343.1684210526316,27924,153,60,0.7486839999989736,3.0821846
191,1027,346.74869109947645,28132,150,58,0.746811999998966,2.9520442
192,889,349.5729166666667,28403,204,67,0.744372999998956,2.9550035
193,734,351.56476683937825,28601,145,53,0.7425909999989487,2.9010627
194,930,354.54639175257734,28838,171,66,0.74045799999894,2.8701727
195,1077,358.25128205128203,29044,154,52,0.7386039999989324,2.8055017
196,-110,355.86224489795916,29120,58,18,0.7379199999989297,2.6821089
197,958,358.9187817258883,29312,146,46,0.7361919999989226,2.643385
198,947,361.8888888888889,29515,146,57,0.7343649999989151,2.718703
199,429,362.22613065326635,29745,173,57,0.7322949999989067,2.389087
200,1213,366.48,29974,174,55,0.7302339999988983,2.483445
201,1100,370.12935323383084,30191,152,65,0.7282809999988903,2.4318128
202,867,372.58910891089107,30397,146,60,0.7264269999988827,2.434492
203,1202,376.67487684729065,30625,163,65,0.7243749999988743,2.2091212
204,612,377.828431372549,30853,170,58,0.722322999998866,2.0902114
205,1036,381.0390243902439,31144,199,92,0.7197039999988553,2.2684894
206,1009,384.0873786407767,31363,161,58,0.7177329999988472,2.2103071
207,666,385.4492753623188,31615,180,72,0.715464999998838,2.17006
208,1221,389.46634615384613,31872,184,73,0.7131519999988285,2.2339544
209,1026,392.511961722488,32109,173,64,0.7110189999988198,2.1530974
210,969,395.25714285714287,32331,161,61,0.7090209999988116,2.3595994
211,935,397.81516587677726,32541,155,55,0.7071309999988039,2.3481708
212,1242,401.79716981132077,32766,155,70,0.7051059999987956,2.2065327
213,550,402.49295774647885,32998,168,64,0.7030179999987871,2.3815923
214,904,404.83644859813086,33226,152,76,0.7009659999987787,2.1634011
215,1201,408.53953488372093,33454,154,74,0.6989139999987704,1.9930202
216,906,410.8425925925926,33697,161,82,0.6967269999987614,2.1760573
217,1109,414.0599078341014,33945,175,73,0.6944949999987523,2.291553
218,1017,416.8256880733945,34172,169,58,0.692451999998744,2.2581892
219,1002,419.49771689497715,34384,141,71,0.6905439999987362,2.3024602
220,1145,422.79545454545456,34591,145,62,0.6886809999987286,2.2033534
221,908,424.99095022624437,34768,123,54,0.687087999998722,2.2169096
222,669,426.0900900900901,35000,172,60,0.6849999999987135,2.3684099
223,1089,429.0627802690583,35212,134,78,0.6830919999987057,2.1884322
224,1012,431.66517857142856,35433,152,69,0.6811029999986976,2.1763744
225,832,433.44444444444446,35670,159,78,0.6789699999986889,2.2320757
226,1197,436.82300884955754,35898,150,78,0.6769179999986805,2.3369498
227,1121,439.83700440528634,36138,157,83,0.6747579999986717,2.2606294
228,865,441.70175438596493,36339,126,75,0.6729489999986643,2.292831
229,1041,444.31877729257644,36537,142,56,0.671166999998657,2.394366
230,1012,446.7869565217391,36791,168,86,0.6688809999986477,2.1975694
231,1112,449.6666666666667,37022,154,77,0.6668019999986392,2.3698003
232,1121,452.5603448275862,37278,178,78,0.6644979999986298,2.3779502
233,1084,455.2703862660944,37486,137,71,0.6626259999986222,2.2113194
234,1255,458.6880341880342,37726,168,72,0.6604659999986133,2.3544834
235,1264,462.11489361702127,37942,144,72,0.6585219999986054,2.301082
236,959,464.22033898305085,38143,143,58,0.656712999998598,2.1340878
237,1085,466.8396624472574,38326,120,63,0.6550659999985913,2.3343513
238,1132,469.6344537815126,38578,168,84,0.652797999998582,2.3621955
239,1029,471.97489539748955,38835,158,99,0.6504849999985726,2.3635478
240,966,474.03333333333336,39054,142,77,0.6485139999985645,2.3724189
241,1091,476.5933609958506,39305,159,92,0.6462549999985553,2.2592182
242,976,478.6570247933884,39495,135,55,0.6445449999985483,2.4011006
243,1014,480.86008230452677,39707,150,62,0.6426369999985405,2.2710826
244,1072,483.2827868852459,39951,157,87,0.6404409999985315,2.1027844
245,935,485.1265306122449,40155,122,82,0.638604999998524,2.2184808
246,1086,487.5691056910569,40375,140,80,0.636624999998516,2.2853787
247,1093,490.02024291497975,40612,144,93,0.6344919999985073,2.1183665
248,1134,492.616935483871,40852,162,78,0.6323319999984984,2.1454625
249,1333,495.99196787148594,41126,172,102,0.6298659999984884,2.2503426
250,1345,499.388,41473,203,144,0.6267429999984756,2.125429
251,1156,502.003984063745,41691,143,75,0.6247809999984676,2.1444776
252,991,503.94444444444446,41912,144,77,0.6227919999984595,2.2483518
253,1230,506.8142292490119,42127,135,80,0.6208569999984516,2.1054223
254,1045,508.93307086614175,42368,138,103,0.6186879999984427,2.3983858
255,955,510.6823529411765,42641,166,107,0.6162309999984327,2.2829995
256,1244,513.546875,42874,132,101,0.6141339999984241,2.2386465
257,944,515.2217898832685,43089,133,82,0.6121989999984162,2.2940392
258,1128,517.5968992248062,43307,130,88,0.6102369999984082,2.419352
259,1056,519.6756756756756,43507,125,75,0.6084369999984008,2.222218
260,1155,522.1192307692307,43746,152,87,0.6062859999983921,2.2901754
261,1211,524.7586206896551,43972,144,82,0.6042519999983837,2.1859627
262,1059,526.7977099236641,44217,142,103,0.6020469999983747,2.242311
263,1080,528.9011406844106,44410,122,71,0.6003099999983676,2.165745
264,1161,531.2954545454545,44652,147,95,0.5981319999983588,2.4213378
265,1208,533.8490566037735,44876,141,83,0.5961159999983505,2.378294
266,1102,535.984962406015,45083,123,84,0.5942529999983429,2.2877533
267,1325,538.940074906367,45399,178,138,0.5914089999983313,2.2796955
268,1412,542.1977611940298,45686,160,127,0.5888259999983207,2.2597997
269,1015,543.9553903345725,45941,148,107,0.5865309999983114,2.341449
270,1078,545.9333333333333,46159,122,96,0.5845689999983034,2.3070192
271,1754,550.3911439114391,46502,182,161,0.5814819999982908,2.3403673
272,1464,553.75,46806,153,151,0.5787459999982796,2.272066
273,1699,557.945054945055,47196,195,195,0.5752359999982652,2.2581458
274,748,558.6386861313869,47433,133,104,0.5731029999982565,2.2768848
275,1364,561.5672727272728,47716,165,118,0.5705559999982461,2.318846
276,1283,564.1811594202899,47971,146,109,0.5682609999982368,2.3917415
277,1769,568.5306859205776,48376,226,179,0.5646159999982219,2.2774453
278,1914,573.3705035971223,48783,224,183,0.5609529999982069,2.4042122
279,1375,576.2437275985664,49073,167,123,0.5583429999981963,2.283436
280,1746,580.4214285714286,49462,211,178,0.554841999998182,2.3342702
281,1151,582.4519572953736,49680,120,98,0.5528799999981739,2.1442184
282,1259,584.8510638297872,49918,123,115,0.5507379999981652,2.3064067
283,956,586.1625441696114,50091,91,82,0.5491809999981588,4.343039
284,329,585.2570422535211,50272,95,86,0.5475519999981522,4.583621
285,1030,586.8175438596492,50522,145,105,0.545301999998143,4.6015053
286,1734,590.8286713286714,50902,193,187,0.541881999998129,4.2773404
287,1793,595.0174216027874,51298,221,175,0.5383179999981145,4.253431
288,1203,597.1284722222222,51554,128,128,0.5360139999981051,4.1477656
289,1002,598.5294117647059,51819,146,119,0.5336289999980953,4.2368927
290,1792,602.6448275862069,52218,204,195,0.5300379999980807,4.1124077
291,1436,605.5085910652921,52525,180,127,0.5272749999980694,3.7121105
292,1915,609.9931506849315,52898,195,178,0.5239179999980557,4.0471416
293,992,611.2969283276451,53094,111,85,0.5221539999980485,3.7798645
294,1778,615.265306122449,53459,199,166,0.518868999998035,4.0626283
295,1254,617.4305084745763,53727,139,129,0.5164569999980252,3.78013
296,1134,619.1756756756756,54014,148,139,0.5138739999980146,3.5017881
297,1178,621.057239057239,54248,126,108,0.511767999998006,3.7392917
298,1774,624.9261744966443,54644,212,184,0.5082039999979915,3.3589544
299,1367,627.4080267558528,54903,122,137,0.505872999997982,3.40632
300,1356,629.8366666666667,55172,138,131,0.5034519999979721,3.6379921
301,1317,632.1196013289036,55564,198,194,0.49992399999795817,3.2350004
302,1154,633.8476821192053,55820,130,126,0.49761999999796297,3.4789758
303,1816,637.7491749174917,56183,172,191,0.4943529999979698,3.3381994
304,1850,641.7368421052631,56567,174,210,0.490896999997977,3.3756049
305,1229,643.6622950819672,56853,137,149,0.48832299999798234,3.3898995
306,2005,648.1111111111111,57216,185,178,0.48505599999798915,3.5386846
307,1161,649.7817589576547,57410,87,107,0.4833099999979928,3.439856
308,1822,653.5876623376623,57823,205,208,0.47959299999800054,3.4031444
309,1843,657.4368932038835,58195,187,185,0.4762449999980075,3.4001026
310,1866,661.3354838709678,58542,163,184,0.473121999998014,3.5244155
311,1818,665.0546623794212,58916,198,176,0.46975599999802103,3.4297237
312,1888,668.974358974359,59291,166,209,0.46638099999802807,3.4713216
313,1946,673.0543130990416,59660,179,190,0.463059999998035,3.356558
314,1831,676.7420382165606,60028,166,202,0.4597479999980419,3.2537987
315,1964,680.8285714285714,60370,155,187,0.4566699999980483,3.4259293
316,1671,683.9620253164557,60768,184,214,0.45308799999805577,3.4816475
317,1881,687.7381703470031,61134,169,197,0.44979399999806263,3.4854124
318,1715,690.9685534591194,61516,170,212,0.4463559999980698,3.5675707
319,1670,694.0376175548589,61854,148,190,0.44331399999807614,3.2144103
320,1857,697.671875,62209,152,203,0.4401189999980828,3.438771
321,1787,701.0654205607476,62546,138,199,0.4370859999980891,3.3636537
322,1707,704.1894409937888,62941,164,231,0.4335309999980965,3.2675898
323,1927,707.9752321981424,63344,159,244,0.4299039999981041,3.2864788
324,1864,711.5432098765432,63697,154,199,0.4267269999981107,3.588475
325,1805,714.9076923076923,64037,133,207,0.4236669999981171,3.5002859
326,1571,717.5337423312883,64405,155,213,0.420354999998124,3.4079626
327,1886,721.1070336391438,64776,170,201,0.41701599999813094,3.55827
328,1861,724.5823170731708,65158,152,230,0.4135779999981381,3.499245
329,1956,728.3252279635259,65532,150,224,0.4102119999981451,3.2753472
330,1737,731.3818181818182,65890,158,200,0.40698999999815183,3.4328327
331,2061,735.3987915407855,66246,141,215,0.4037859999981585,3.5791016
332,1882,738.8524096385543,66603,143,214,0.4005729999981652,3.4072444
333,2117,742.990990990991,66979,143,233,0.39718899999817225,3.4900424
334,2125,747.1287425149701,67366,150,237,0.3937059999981795,3.54079
335,2067,751.0686567164179,67737,142,229,0.39036699999818647,3.5064695
336,2181,755.3244047619048,68103,139,227,0.38707299999819333,3.4464037
337,1898,758.7151335311572,68456,126,227,0.38389599999819995,3.4436352
338,2031,762.4792899408284,68853,150,247,0.3803229999982074,3.6336985
339,1749,765.3893805309734,69186,125,208,0.37732599999821365,3.5672104
340,1986,768.9794117647059,69557,149,222,0.3739869999982206,3.4849837
341,1773,771.9237536656891,69880,117,206,0.37107999999822666,3.3562665
342,1830,775.0175438596491,70211,107,224,0.36810099999823287,3.6593559
343,1976,778.5189504373178,70559,123,225,0.3649689999982394,3.3274238
344,2122,782.4244186046511,70941,139,243,0.36153099999824656,3.5663238
345,2155,786.4028985507247,71344,160,243,0.3579039999982541,3.40329
346,1857,789.4971098265896,71694,125,225,0.3547539999982607,3.3937693
347,1930,792.7838616714697,72085,126,265,0.351234999998268,3.530262
348,2066,796.4425287356322,72456,136,235,0.347895999998275,3.719731
349,1813,799.3553008595989,72793,122,215,0.3448629999982813,3.5526547
350,1906,802.5171428571429,73141,124,224,0.3417309999982878,3.3758292
351,1783,805.3105413105413,73490,126,223,0.33858999999829437,3.4488542
352,1859,808.3039772727273,73859,105,264,0.3352689999983013,3.705125
353,1726,810.9036827195467,74194,123,212,0.33225399999830757,3.659608
354,1969,814.1751412429378,74562,101,267,0.32894199999831447,3.6627636
355,1954,817.3859154929578,74930,127,241,0.3256299999983214,3.8154519
356,823,817.4016853932584,75094,64,100,0.32415399999832445,5.7279153
357,-179,814.610644257703,75135,16,25,0.3237849999983252,6.5341215
358,1613,816.840782122905,75484,116,233,0.32064399999833176,5.529665
359,1930,819.941504178273,75848,128,236,0.3173679999983386,5.6383514
360,1907,822.9611111111111,76197,119,230,0.31422699999834514,5.7473335
361,2010,826.2493074792244,76552,122,233,0.3110319999983518,5.4819875
362,1702,828.6685082872929,76871,113,206,0.3081609999983578,5.4049745
363,1937,831.7217630853994,77211,104,236,0.30510099999836415,5.32141
364,2028,835.0082417582418,77549,115,223,0.3020589999983705,5.417329
365,1895,837.9123287671233,77881,84,248,0.2990709999983767,5.0405154
366,2060,841.2513661202186,78230,102,247,0.29592999999838326,4.9636006
367,1967,844.3188010899182,78599,117,252,0.2926089999983902,4.727208
368,1869,847.1032608695652,78912,87,226,0.28979199999839605,4.9903393
369,2025,850.2953929539295,79248,92,244,0.28676799999840236,4.7367024
370,1984,853.3594594594595,79589,92,249,0.28369899999840875,5.025183
371,2038,856.5525606469002,79942,92,261,0.2805219999984154,5.0172877
372,2019,859.6774193548387,80283,103,238,0.27745299999842177,5.081865
373,2014,862.7721179624665,80644,108,253,0.27420399999842854,5.125193
374,1953,865.687165775401,81013,88,281,0.27088299999843546,5.031547
375,1821,868.2346666666666,81328,79,236,0.26804799999844137,5.043696
376,1967,871.156914893617,81652,89,235,0.26513199999844744,5.0027876
377,2122,874.474801061008,81996,81,263,0.2620359999984539,5.0409226
378,1935,877.2804232804233,82344,99,249,0.2589039999984604,5.233678
379,2083,880.4617414248021,82681,83,254,0.25587099999846674,4.876295
380,2206,883.95,83050,89,280,0.25254999999847366,4.942836
381,2445,888.0472440944882,83479,121,308,0.24868899999847766,5.348274
382,2122,891.2774869109948,83843,88,276,0.24541299999847438,5.047548
383,1863,893.8146214099216,84185,101,241,0.2423349999984713,5.153935
384,1969,896.6145833333334,84535,87,263,0.23918499999846815,4.9588513
385,2045,899.5974025974026,84918,91,292,0.2357379999984647,5.062241
386,2218,903.0129533678756,85291,83,290,0.23238099999846135,4.960237
387,2113,906.1395348837209,85639,70,278,0.2292489999984582,4.9823956
388,2283,909.6881443298969,86002,94,269,0.22598199999845495,5.385639
389,1702,911.7249357326479,86315,75,238,0.22316499999845213,5.0074396
