Episode,Episode reward,Running reward,Total actions,Exploration actions,Exploitation actions,Greed rate
1,-65,-65.0,52,52,0,0.9955112312734141
2,-90,-77.5,154,102,0,0.9910448503742513
3,-80,-78.33333333333333,208,54,0,0.9866007456427563
4,-25,-65.0,257,49,0,0.9821788059760798
5,-20,-56.0,440,183,0,0.9777789208254993
6,25,-42.5,488,48,0,0.9734009801936573
7,-305,-80.0,691,203,0,0.9690448746318098
8,-30,-73.75,752,61,0,0.9647104952370908
9,-5,-66.11111111111111,795,43,0,0.96039773364979
10,10,-58.5,949,154,0,0.9561064820506426
11,-85,-60.90909090909091,1060,111,0,0.9518366331581354
12,-40,-59.166666666666664,1124,64,0,0.9475880802258239
13,-135,-65.0,1201,77,0,0.9433607170396631
14,-95,-67.14285714285714,1302,101,0,0.9391544379153535
15,-55,-66.33333333333333,1342,40,0,0.9349691376956976
16,-15,-63.125,1476,134,0,0.9308047117479722
17,-305,-77.3529411764706,1637,161,0,0.9266610559613117
18,-20,-74.16666666666667,1740,103,0,0.9225380667441053
19,-285,-85.26315789473684,1836,96,0,0.9184356410214083
20,-85,-85.25,1955,119,0,0.9143536762323635
21,-115,-86.66666666666667,2042,87,0,0.910292070327639
22,-395,-100.68181818181819,2238,196,0,0.9062507217668754
23,-150,-102.82608695652173,2293,55,0,0.9022295295161482
24,-55,-100.83333333333333,2443,150,0,0.8982283930454418
25,-225,-105.8,2635,192,0,0.8942472123261359
26,-140,-107.11538461538461,2683,48,0,0.8902858878285052
27,-300,-114.25925925925925,2885,202,0,0.886344320519231
28,-220,-118.03571428571429,3084,199,0,0.8824224118589252
29,-130,-118.44827586206897,3149,65,0,0.8785200637996672
30,-120,-118.5,3254,105,0,0.874637178782552
31,-130,-118.87096774193549,3310,56,0,0.8707736597352521
32,-50,-116.71875,3370,60,0,0.8669294100695902
33,-115,-116.66666666666667,3448,78,0,0.8631043336791243
34,-30,-114.11764705882354,3664,216,0,0.8592983349367453
