Episode,Episode reward,Running reward,Total actions,Exploration actions,Exploitation actions,Greed rate,Loss
96,49,134.95833333333334,10911,64,9,0.8919810999999223,0.4167212
97,9,133.659793814433,10978,55,12,0.8913177999999218,1.6419561
98,332,135.68367346938774,11197,191,28,0.8891496999999202,0.8751323
99,341,137.75757575757575,11410,185,28,0.8870409999999187,0.39716202
100,1786,154.24,11970,0,560,0.8870409999999187,0.5566342
101,496,157.62376237623764,12184,187,27,0.8849223999999172,0.5290705
102,-30,155.7843137254902,12254,65,5,0.8842293999999167,0.5177366
103,285,157.03883495145632,12491,210,27,0.881883099999915,0.80479145
104,113,156.6153846153846,12645,143,11,0.8803584999999139,0.37525028
105,410,159.02857142857144,12837,168,24,0.8784576999999125,1.686893
106,-153,156.08490566037736,12891,47,7,0.8779230999999121,0.38244686
107,390,158.2710280373832,13134,209,34,0.8755173999999104,2.2496276
108,465,161.11111111111111,13368,210,24,0.8732007999999087,0.50811005
109,684,165.90825688073394,13603,207,28,0.8708742999999071,1.1293992
110,605,169.9,13879,234,42,0.8681418999999051,0.4112275
111,-33,168.07207207207207,13925,41,5,0.8676864999999048,0.92138946
112,102,167.48214285714286,14055,114,16,0.8663994999999038,1.3989089
113,419,169.7079646017699,14291,203,33,0.8640630999999022,1.3752847
114,235,170.28070175438597,14474,154,29,0.8622513999999009,1.6414917
115,644,174.4,14704,195,35,0.8599743999998992,0.73392606
116,100,173.75862068965517,14819,102,13,0.8588358999998984,0.6648595
117,348,175.24786324786325,15019,181,19,0.856855899999897,0.34349516
118,506,178.05084745762713,15236,181,36,0.8547075999998954,1.0525095
119,441,180.26050420168067,15462,193,33,0.8524701999998938,0.6829536
120,367,181.81666666666666,15679,178,39,0.8503218999998923,0.7917113
121,-56,179.8512396694215,15720,38,3,0.849915999999892,0.6737863
122,423,181.84426229508196,16007,242,45,0.8470746999998899,0.38489598
123,193,181.9349593495935,16256,208,41,0.8446095999998882,0.21227047
124,241,182.41129032258064,16436,158,22,0.8428275999998869,0.26113147
125,196,182.52,16636,161,39,0.8408475999998855,1.0836214
126,-78,180.45238095238096,16699,56,7,0.840223899999885,1.5011663
127,137,180.11023622047244,16817,103,15,0.8390556999998842,0.9260957
128,339,181.3515625,17002,162,23,0.8372241999998828,1.0463796
129,-64,179.4496124031008,17048,39,7,0.8367687999998825,0.17763649
130,-32,177.8230769230769,17114,58,8,0.836115399999882,0.21794537
131,67,176.9770992366412,17187,58,15,0.8353926999998815,1.1443727
132,674,180.74242424242425,17454,211,56,0.8327493999998796,1.5731694
133,315,181.75187969924812,17713,222,37,0.8301852999998778,1.2594523
134,-45,180.0597014925373,17763,39,11,0.8296902999998774,1.0510858
135,522,182.59259259259258,17988,187,38,0.8274627999998758,0.65433073
136,337,183.72794117647058,18202,178,36,0.8253441999998743,0.5297844
137,675,187.31386861313868,18452,203,47,0.8228691999998725,0.9528512
138,553,189.96376811594203,18691,197,42,0.8205030999998708,0.48139173
139,367,191.23741007194243,18940,195,54,0.818037999999869,0.57585496
140,511,193.52142857142857,19173,190,43,0.8157312999998674,0.54546213
141,161,193.29078014184398,19268,71,24,0.8147907999998667,0.23377047
142,3,191.95070422535213,19336,57,11,0.8141175999998662,0.9764347
143,164,191.75524475524475,19428,80,12,0.8132067999998656,0.639348
144,161,191.54166666666666,19571,116,27,0.8117910999998645,1.3996605
145,287,192.2,19780,178,31,0.809721999999863,0.51785296
146,330,193.14383561643837,19942,132,30,0.8081181999998619,0.6633003
147,498,195.21768707482994,20149,169,38,0.8060688999998604,1.4757732
148,273,195.74324324324326,20268,96,23,0.8048907999998596,1.7530267
149,328,196.63087248322148,20490,186,36,0.802692999999858,1.1329598
150,447,198.3,20778,232,56,0.7998417999998559,0.5104122
151,179,198.17218543046357,21020,205,37,0.7974459999998542,2.6706796
152,187,198.09868421052633,21234,171,43,0.7953273999998527,2.5662024
153,505,200.1045751633987,21451,170,47,0.7931790999998511,0.5869719
154,505,202.08441558441558,21690,179,60,0.7908129999998494,0.2698811
155,306,202.75483870967741,21954,220,44,0.7881993999998476,0.7598405
156,553,205.0,22224,208,62,0.7855263999998456,0.9778832
157,444,206.52229299363057,22448,173,51,0.783308799999844,0.94556874
158,388,207.67088607594937,22664,166,50,0.7811703999998425,3.1331725
159,333,208.45911949685535,22910,195,51,0.7787349999998407,1.6125941
160,359,209.4,23164,203,51,0.7762203999998389,1.262765
161,517,211.31055900621118,23415,193,58,0.7737354999998372,1.2228541
162,121,210.7530864197531,23536,93,28,0.7725375999998363,0.86422104
163,309,211.35582822085888,23733,146,51,0.7705872999998349,0.024491284
164,699,214.32926829268294,24021,210,78,0.7677360999998328,1.8912948
165,-61,212.66060606060606,24070,43,6,0.7672509999998325,0.86155236
166,546,214.66867469879517,24319,182,67,0.7647858999998307,1.7231848
167,370,215.5988023952096,24546,174,53,0.7625385999998291,1.072778
168,505,217.32142857142858,24807,201,60,0.7599546999998272,1.1213838
169,325,217.95857988165682,24950,115,28,0.7585389999998262,0.98877084
170,484,219.5235294117647,25171,163,58,0.7563510999998246,1.3894732
171,490,221.10526315789474,25374,158,45,0.7543413999998232,0.752491
172,359,221.90697674418604,25590,156,60,0.7522029999998217,2.647388
173,474,223.364161849711,25834,174,70,0.7497873999998199,2.7327242
174,435,224.58045977011494,26058,166,58,0.7475697999998183,1.411334
175,566,226.53142857142856,26306,184,64,0.7451145999998166,0.8459667
176,422,227.64204545454547,26528,162,60,0.742916799999815,0.2981273
177,418,228.71751412429379,26717,142,47,0.7410456999998136,1.9245338
178,441,229.91011235955057,26925,157,51,0.7389864999998121,0.28131506
179,422,230.9832402234637,27160,173,62,0.7366599999998105,0.70740134
180,482,232.37777777777777,27437,213,64,0.7339176999998085,0.064842686
181,574,234.26519337016575,27699,192,70,0.7313238999998066,1.5310323
182,509,235.77472527472528,27887,158,30,0.7294626999998053,0.4385332
183,738,238.5191256830601,28153,200,66,0.7268292999998034,1.544315
184,540,240.1576086956522,28349,136,60,0.724888899999802,1.2944468
185,512,241.62702702702703,28566,167,50,0.7227405999998004,0.7202131
186,489,242.95698924731184,28766,152,48,0.720760599999799,0.021342274
187,323,243.3850267379679,29052,211,75,0.717929199999797,0.77517503
188,500,244.75,29327,201,74,0.715206699999795,0.25739735
189,548,246.35449735449737,29584,188,69,0.7126623999997932,1.579317
190,494,247.6578947368421,29786,142,60,0.7106625999997918,1.1587836
191,654,249.78534031413614,30017,154,77,0.7083756999997901,1.0654886
192,-62,248.16145833333334,30068,39,12,0.7078707999997897,1.9507427
193,465,249.28497409326425,30279,154,57,0.7057818999997882,1.3483003
194,559,250.88144329896906,30517,174,64,0.7034256999997865,1.7441596
195,553,252.43076923076924,30814,206,91,0.7004853999997844,2.6077347
196,482,253.60204081632654,31051,173,64,0.6981390999997827,1.8357867
197,439,254.54314720812184,31257,153,53,0.6960996999997813,0.9791305
198,571,256.14141414141415,31491,150,84,0.6937830999997796,0.9562761
199,469,257.2110552763819,31724,167,66,0.691476399999778,1.6619949
200,1727,264.56,32344,0,620,0.691476399999778,2.133629
201,598,266.21890547263683,32556,160,52,0.6893775999997764,0.327945
202,535,267.5495049504951,32779,155,68,0.6871698999997748,0.6272155
203,456,268.4778325123153,33016,162,75,0.6848235999997732,1.4555879
204,497,269.5980392156863,33234,142,76,0.6826653999997716,1.1323007
205,476,270.6048780487805,33441,135,72,0.6806160999997701,2.525622
206,520,271.81553398058253,33670,165,64,0.6783489999997685,1.1167635
207,520,273.0144927536232,33856,123,63,0.6765075999997672,1.7132998
208,451,273.8701923076923,34094,158,80,0.6741513999997655,1.0920944
209,437,274.6507177033493,34294,127,73,0.672171399999764,0.995229
210,221,274.3952380952381,34409,93,22,0.6710328999997632,1.2699223
211,536,275.6350710900474,34622,137,76,0.6689241999997617,2.6691408
212,630,277.3066037735849,34854,157,75,0.6666273999997601,0.76694083
213,540,278.5399061032864,35062,139,69,0.6645681999997586,1.0510963
214,256,278.43457943925233,35333,179,92,0.6618852999997566,3.3808627
215,554,279.71627906976744,35505,121,51,0.6601824999997554,1.0719513
216,565,281.037037037037,35707,137,65,0.658182699999754,1.0832839
217,604,282.5253456221198,35967,157,103,0.6556086999997521,3.2725506
218,392,283.0275229357798,36177,131,79,0.6535296999997506,0.15849783
219,648,284.69406392694066,36409,140,92,0.651232899999749,0.39210817
220,694,286.55454545454546,36724,198,117,0.6481143999997467,1.3468559
221,589,287.9230769230769,36949,152,73,0.6458868999997451,1.6379591
222,765,290.07207207207205,37221,182,90,0.6431940999997432,0.85044956
223,446,290.7713004484305,37410,129,60,0.6413229999997418,0.33749965
224,642,292.3392857142857,37647,152,85,0.6389766999997402,2.1168814
225,735,294.3066666666667,37930,183,100,0.6361749999997381,3.7728593
226,444,294.96902654867256,38115,121,64,0.6343434999997368,0.95669085
227,690,296.70925110132157,38389,170,104,0.6316308999997349,1.9124167
228,594,298.0131578947368,38598,134,75,0.6295617999997334,2.909645
229,638,299.49781659388645,38807,136,73,0.6274926999997319,2.2598627
230,101,298.6347826086957,38892,59,26,0.6266511999997313,2.6166224
231,756,300.61471861471864,39174,180,102,0.6238593999997293,4.663375
232,655,302.14224137931035,39424,144,106,0.6213843999997275,2.9007378
233,624,303.52360515021456,39659,155,80,0.6190578999997258,0.8110702
234,666,305.0726495726496,39915,158,98,0.616523499999724,0.14424768
235,587,306.2723404255319,40144,151,78,0.6142563999997224,2.4690058
236,616,307.58474576271186,40374,139,91,0.6119793999997207,4.326532
237,731,309.37130801687766,40617,142,101,0.609573699999719,3.3514385
238,643,310.7731092436975,40818,114,87,0.6075837999997176,3.5287979
239,695,312.3807531380753,41235,267,150,0.6034554999997146,1.6512089
240,584,313.5125,41456,145,76,0.601267599999713,2.8482668
241,695,315.0954356846473,41705,154,95,0.5988024999997112,1.7274303
242,675,316.58264462809916,41999,176,118,0.5958918999997092,1.783478
243,651,317.9588477366255,42226,152,75,0.5936445999997075,2.194197
244,1004,320.7704918032787,42667,255,186,0.5892786999997044,1.4565609
245,1141,324.1183673469388,43024,202,155,0.5857443999997018,0.401956
246,830,326.1747967479675,43284,157,103,0.5831703999997,2.6133473
247,1096,329.2914979757085,43654,214,156,0.5795073999996974,1.6573445
248,660,330.625,43911,145,112,0.5769630999996955,1.8666602
249,676,332.0120481927711,44124,129,84,0.574854399999694,2.128141
250,692,333.452,44434,191,119,0.5717853999996918,0.10730397
251,713,334.9641434262948,44748,199,115,0.5686767999996896,0.8707383
252,846,336.9920634920635,45058,172,138,0.5656077999996874,1.2046335
253,627,338.1383399209486,45300,147,95,0.5632119999996856,0.8934996
254,934,340.48425196850394,45705,225,180,0.5592024999996827,1.1897361
255,648,341.69019607843137,45961,150,106,0.5566680999996809,0.559706
256,694,343.06640625,46203,129,113,0.5542722999996792,1.2933998
257,726,344.55642023346303,46486,158,125,0.5514705999996772,2.3848133
258,672,345.8255813953488,46760,158,116,0.5487579999996752,2.2599542
259,734,347.3243243243243,47030,161,109,0.5460849999996733,1.9991627
260,705,348.7,47299,150,119,0.5434218999996714,0.9830867
261,761,350.27969348659,47562,138,125,0.5408181999996695,0.98245966
262,659,351.4580152671756,47802,144,96,0.5384421999996678,4.8020124
263,704,352.79847908745245,48027,123,102,0.5362146999996662,1.4835018
264,815,354.54924242424244,48296,138,131,0.5335515999996643,3.1662948
265,855,356.4377358490566,48595,165,134,0.5305914999996622,1.6048529
266,1039,359.00375939849624,48965,182,188,0.5269284999996595,2.4516244
267,1085,361.7228464419476,49342,190,187,0.5231961999996568,2.2111714
268,651,362.80223880597015,49694,200,152,0.5197113999996543,2.2382517
269,860,364.65055762081784,50087,189,204,0.5158206999996515,2.4980645
270,661,365.7481481481482,50302,129,86,0.51369219999965,2.4895976
271,699,366.9778597785978,50535,120,113,0.5113854999996483,2.0400355
272,1090,369.6360294117647,50903,191,177,0.5077422999996457,1.3626448
273,1000,371.94505494505495,51295,192,200,0.5038614999996429,0.6328343
274,1153,374.7956204379562,51703,192,216,0.49982229999964,2.9717796
275,1036,377.2,52087,188,196,0.49602069999963727,3.269423
276,1119,379.8876811594203,52483,184,212,0.49210029999963445,0.94017327
277,1167,382.7292418772563,52898,197,218,0.4879917999996315,1.4211358
278,947,384.7589928057554,53322,199,225,0.48379419999962847,3.7160802
279,560,385.38709677419354,53525,108,95,0.481784499999627,3.1885383
280,1040,387.725,53924,196,203,0.4778343999996242,3.2329905
281,1000,389.9039145907473,54299,175,200,0.4741218999996215,4.2985187
282,1098,392.4148936170213,54688,175,214,0.47027079999961874,1.4605637
283,1046,394.7243816254417,55075,181,206,0.466439499999616,4.7011366
284,1114,397.25704225352115,55427,152,200,0.4629546999996135,3.187952
285,1021,399.4456140350877,55851,203,221,0.45875709999961045,2.3399453
286,1129,401.9965034965035,56233,163,219,0.45497529999960773,2.065217
287,1150,404.602787456446,56614,155,226,0.451203399999605,1.3029149
288,1038,406.8020833333333,56961,153,194,0.44776809999960254,1.4715805
289,664,407.69204152249137,57188,96,131,0.4455207999996009,3.6362736
290,672,408.6034482758621,57401,104,109,0.4434120999995994,1.0827165
291,1103,410.9896907216495,57805,177,227,0.43941249999959653,2.3496914
292,734,412.09589041095893,58038,97,136,0.43710579999959487,3.0574713
293,1092,414.41638225255974,58397,148,211,0.4335516999995923,1.7470326
294,1007,416.43197278911566,58801,171,233,0.42955209999958943,1.4186819
295,1118,418.8101694915254,59182,151,230,0.4257801999995867,1.4194609
296,1064,420.98986486486484,59502,122,198,0.42261219999958444,0.725039
297,1085,423.2255892255892,59873,156,215,0.4189392999995818,4.4185667
298,568,423.71140939597313,60043,61,109,0.4172562999995806,3.4390411
299,1112,426.0133779264214,60383,143,197,0.41389029999957816,1.8043755
300,1157,428.45,63383,0,3000,0.41389029999957816,2.2796578
301,1225,431.09634551495014,63795,162,250,0.4098114999995752,0.19768764
302,1411,434.341059602649,64213,175,243,0.40567329999957225,1.1454396
303,1389,437.4917491749175,64648,177,258,0.40136679999956915,6.6705933
304,1392,440.63157894736844,65050,160,242,0.3973869999995663,3.3648877
305,1361,443.64918032786886,65458,163,245,0.3933477999995634,6.1117315
306,1215,446.16993464052285,65871,152,261,0.38925909999956043,1.7423878
307,1498,449.59609120521174,66292,166,255,0.38509119999955743,2.8676848
308,1352,452.52597402597405,66709,153,264,0.38096289999955446,5.5062466
309,1554,456.0906148867314,67181,178,294,0.3762900999995511,1.175032
310,1205,458.5064516129032,67545,133,231,0.3726864999995485,5.204381
311,1480,461.7909967845659,67998,181,272,0.3682017999995453,3.2191627
312,1242,464.2916666666667,68398,149,251,0.3642417999995424,1.1179302
313,1278,466.8913738019169,68850,167,285,0.3597669999995392,0.053904667
314,1262,469.42356687898086,69242,129,263,0.3558861999995364,1.7394606
315,1019,471.16825396825396,69686,161,283,0.35149059999953325,1.2577077
316,1044,472.9810126582278,70025,124,215,0.34813449999953083,5.568816
317,1006,474.66246056782336,70373,113,235,0.34468929999952835,3.8106706
318,1074,476.54716981132077,70731,103,255,0.3411450999995258,2.676958
319,1095,478.4858934169279,71092,117,244,0.33757119999952323,4.3068438
320,1023,480.1875,71458,104,262,0.3339477999995206,2.0168114
321,1022,481.8753894080997,71803,109,236,0.33053229999951816,0.07733297
322,1078,483.72670807453414,72187,121,263,0.32673069999951543,6.160821
323,1038,485.44272445820434,72523,102,234,0.32340429999951303,1.3832674
324,1120,487.4012345679012,72926,136,267,0.31941459999951016,7.0475574
325,1177,489.5230769230769,73329,121,282,0.3154248999995073,5.8868217
326,1010,491.1196319018405,73657,91,237,0.31217769999950495,7.0097847
327,1124,493.0550458715596,74021,120,244,0.30857409999950236,2.3369904
328,1020,494.6615853658537,74378,101,256,0.3050397999994998,4.0606422
329,1074,496.4224924012158,74696,88,230,0.30189159999949755,5.3567038
330,1173,498.4727272727273,75085,99,290,0.2980404999994948,3.372816
331,1234,500.6948640483384,75485,121,279,0.29408049999949193,5.8656664
332,1127,502.5813253012048,75843,100,258,0.2905362999994894,2.584691
333,1132,504.4714714714715,76227,124,260,0.28673469999948664,1.5642393
334,1044,506.08682634730536,76566,87,252,0.2833785999994842,3.3481135
335,1186,508.11641791044775,76941,114,261,0.27966609999948155,5.7516327
336,1085,509.8333333333333,77275,97,237,0.2763594999994792,3.0670276
337,1247,512.0207715133531,77641,83,283,0.27273609999947657,4.8930326
338,1213,514.094674556213,78046,113,292,0.2687265999994737,3.1211095
339,1232,516.212389380531,78422,103,273,0.265004199999471,0.110209264
340,1040,517.7529411764706,78748,76,250,0.2617767999994687,4.002546
341,1142,519.58357771261,79092,89,255,0.25837119999946623,2.3341296
342,1136,521.3859649122807,79440,81,267,0.25492599999946375,0.7891735
343,1065,522.9708454810495,79795,78,277,0.2514114999994612,2.5488362
344,798,523.7703488372093,80043,59,189,0.24895629999945945,9.798672
345,1030,525.2376811594203,80387,75,269,0.245550699999457,1.0119222
346,1076,526.8294797687861,80768,105,276,0.24177879999945429,2.8102858
347,1067,528.3861671469741,81100,70,262,0.23849199999945192,5.4142675
348,1137,530.1350574712644,81452,97,255,0.2350071999994494,6.571616
349,975,531.4097421203438,81749,80,217,0.2320668999994473,3.4556394
350,1200,533.32,82161,99,313,0.22798809999944436,3.3911495
351,1116,534.9800569800569,82512,77,274,0.22451319999944186,4.4219007
352,1156,536.7443181818181,82891,78,301,0.22076109999943916,2.0908225
353,1150,538.4815864022663,83248,72,285,0.21722679999943661,2.070599
354,1157,540.228813559322,83592,60,284,0.21382119999943416,6.8812704
355,1170,542.0028169014084,83944,85,267,0.21033639999943166,4.903758
356,1109,543.5955056179776,84282,73,265,0.20699019999942925,3.0556111
357,4654,555.109243697479,86024,331,1411,0.18974439999941684,6.5302787
358,1155,556.7849162011173,86375,56,295,0.18626949999941433,4.831743
359,4206,566.949860724234,87926,269,1282,0.17091459999940328,3.4744337
360,1265,568.8888888888889,88300,68,306,0.16721199999940062,3.1371157
361,1129,570.4404432132964,88629,57,272,0.16395489999939827,3.4734125
362,1206,572.1961325966851,88996,56,311,0.16032159999939566,5.6492443
363,4291,582.4407713498623,90588,218,1374,0.14456079999938432,5.352566
364,3598,590.7252747252747,91884,199,1097,0.13173039999937508,4.0079165
365,4380,601.1068493150685,93424,213,1327,0.11648439999937606,5.340726
366,1242,602.8579234972677,93811,45,342,0.11265309999937867,4.559737
367,1343,604.8746594005449,94192,47,334,0.10888119999938124,1.5908998
368,1259,606.6521739130435,94586,40,354,0.1049805999993839,4.587331
369,1434,608.8943089430894,95022,44,392,0.10066419999938685,4.0356445
370,4581,619.6297297297298,96645,159,1464,0.0845964999993978,4.2749376
371,4489,630.0592991913746,98224,124,1455,0.06896439999940847,3.9696288
372,4516,640.505376344086,99816,104,1488,0.053203599999412696,4.7916145
373,735,640.7587131367292,100043,12,215,0.05095629999941265,9.630439
374,4273,650.4705882352941,101543,65,1435,0.036106299999412374,3.5279138
375,4731,661.352,103714,47,2124,0.014613399999411969,5.6069574
376,4098,670.4920212765958,106714,32,2968,0.01,7.530446
377,4917,681.7559681697612,109714,29,2971,0.01,7.773878
378,3905,690.2830687830688,112714,23,2977,0.01,6.174945
379,5463,702.8759894459102,115573,36,2823,0.01,6.3133945
380,4220,712.1315789473684,118573,24,2976,0.01,5.5115404
381,5469,724.6167979002624,121348,29,2746,0.01,4.320302
382,5159,736.2251308900524,124323,33,2942,0.01,6.7086
383,5062,747.5195822454308,127219,37,2859,0.01,7.752727
384,4762,757.9739583333334,129948,24,2705,0.01,7.1551347
385,4383,767.3896103896104,131769,21,1800,0.01,7.436438
386,4438,776.8989637305699,133517,17,1731,0.01,9.151036
387,4755,787.1782945736434,135128,19,1592,0.01,6.1231894
388,5076,798.2319587628866,136814,18,1668,0.01,3.1332974
389,4641,808.1105398457584,138384,14,1556,0.01,7.183404
390,4759,818.2410256410257,139920,14,1522,0.01,5.0802603
391,396,817.161125319693,140041,0,121,0.01,9.1646385
392,4366,826.2142857142857,141481,11,1429,0.01,2.225646
393,4653,835.9516539440203,142974,12,1481,0.01,6.405959
394,4908,846.2868020304569,144547,17,1556,0.01,7.843689
395,2010,849.2329113924051,145213,8,658,0.01,13.083803
396,4927,859.530303030303,146850,18,1619,0.01,7.558303
397,4732,869.2846347607053,148393,17,1526,0.01,4.3620043
398,5816,881.713567839196,150208,23,1792,0.01,6.823143
399,3562,888.4310776942356,151343,13,1122,0.01,10.433596
400,4811,898.2375,152882,0,1539,0.01,7.7762904
401,1144,898.8503740648379,153242,5,355,0.01,8.204436
402,4600,908.0572139303482,154699,13,1444,0.01,8.898222
403,5143,918.5657568238213,156315,14,1602,0.01,8.847282
404,4884,928.3811881188119,157860,18,1527,0.01,5.622467
405,5401,939.4246913580247,159518,17,1641,0.01,11.044313
406,1693,941.2807881773399,160070,6,546,0.01,11.779987
407,4735,950.6019656019656,161554,15,1469,0.01,9.3494
408,4841,960.1372549019608,163059,19,1486,0.01,10.440399
409,4802,969.5305623471883,164580,20,1501,0.01,10.487873
410,4490,978.1170731707317,166007,14,1413,0.01,7.6099253
411,5187,988.3576642335767,167620,15,1598,0.01,5.8299246
412,4949,997.9708737864078,169184,15,1549,0.01,8.18395
413,2673,1002.0266343825666,170052,13,855,0.01,15.2140665
414,1641,1003.5700483091788,170594,4,538,0.01,16.2565
415,1357,1004.4216867469879,171001,3,404,0.01,10.967202
416,1018,1004.4543269230769,171316,2,313,0.01,14.457758
